accident,where,year,date,time,whether,state
負傷,神戸市兵庫区,2017,407,21,雨,湿潤
負傷,神戸市兵庫区,2017,408,9,曇,湿潤
負傷,神戸市兵庫区,2017,408,17,雨,湿潤
負傷,神戸市兵庫区,2017,408,19,雨,湿潤
負傷,神戸市兵庫区,2017,406,8,晴,乾燥
負傷,神戸市兵庫区,2017,410,12,晴,乾燥
負傷,神戸市兵庫区,2017,410,14,晴,乾燥
負傷,神戸市兵庫区,2017,410,17,晴,乾燥
負傷,神戸市兵庫区,2017,411,10,雨,湿潤
負傷,神戸市兵庫区,2017,411,11,雨,湿潤
負傷,神戸市兵庫区,2017,411,10,雨,湿潤
負傷,神戸市兵庫区,2017,411,23,雨,湿潤
負傷,神戸市兵庫区,2017,412,11,晴,乾燥
負傷,神戸市兵庫区,2017,413,10,晴,乾燥
負傷,神戸市兵庫区,2017,413,18,晴,乾燥
負傷,神戸市兵庫区,2017,414,18,晴,乾燥
負傷,神戸市兵庫区,2017,414,21,晴,乾燥
負傷,神戸市兵庫区,2017,417,14,雨,湿潤
負傷,神戸市兵庫区,2017,418,6,晴,乾燥
負傷,神戸市兵庫区,2017,418,7,晴,乾燥
負傷,神戸市兵庫区,2017,418,15,晴,乾燥
負傷,神戸市兵庫区,2017,419,8,晴,乾燥
負傷,神戸市兵庫区,2017,420,9,晴,乾燥
負傷,神戸市兵庫区,2017,420,11,曇,乾燥
負傷,神戸市兵庫区,2017,412,17,晴,乾燥
負傷,神戸市兵庫区,2017,324,13,晴,乾燥
負傷,神戸市兵庫区,2017,409,13,曇,乾燥
負傷,神戸市兵庫区,2017,424,12,晴,乾燥
負傷,神戸市兵庫区,2017,424,14,晴,乾燥
負傷,神戸市兵庫区,2017,424,16,晴,乾燥
負傷,神戸市兵庫区,2017,425,9,晴,乾燥
負傷,神戸市兵庫区,2017,425,8,晴,乾燥
負傷,神戸市兵庫区,2017,425,14,晴,乾燥
負傷,神戸市兵庫区,2017,425,14,晴,乾燥
負傷,神戸市兵庫区,2017,426,8,雨,湿潤
負傷,神戸市兵庫区,2017,426,20,雨,湿潤
負傷,神戸市兵庫区,2017,428,15,晴,乾燥
負傷,神戸市兵庫区,2017,428,12,晴,乾燥
負傷,神戸市兵庫区,2017,502,11,晴,乾燥
負傷,神戸市兵庫区,2017,502,11,晴,乾燥
負傷,神戸市兵庫区,2017,502,16,晴,乾燥
負傷,神戸市兵庫区,2017,502,17,晴,乾燥
負傷,神戸市兵庫区,2017,502,22,晴,乾燥
負傷,神戸市兵庫区,2017,504,7,晴,乾燥
負傷,神戸市兵庫区,2017,504,18,晴,乾燥
負傷,神戸市兵庫区,2017,204,10,晴,乾燥
負傷,神戸市兵庫区,2017,505,21,晴,乾燥
負傷,神戸市兵庫区,2017,507,21,晴,乾燥
負傷,神戸市兵庫区,2017,423,7,晴,乾燥
負傷,神戸市兵庫区,2017,510,7,曇,乾燥
負傷,神戸市兵庫区,2017,510,8,晴,乾燥
負傷,神戸市兵庫区,2017,512,7,晴,乾燥
負傷,神戸市兵庫区,2017,512,14,晴,乾燥
負傷,神戸市兵庫区,2017,512,23,雨,湿潤
負傷,神戸市兵庫区,2017,513,9,雨,湿潤
負傷,神戸市兵庫区,2017,514,14,晴,乾燥
負傷,神戸市兵庫区,2017,510,11,曇,乾燥
負傷,神戸市兵庫区,2017,514,20,晴,乾燥
負傷,神戸市兵庫区,2017,516,8,晴,乾燥
負傷,神戸市兵庫区,2017,518,17,晴,乾燥
負傷,神戸市兵庫区,2017,519,11,晴,乾燥
負傷,神戸市兵庫区,2017,519,17,晴,乾燥
負傷,神戸市兵庫区,2017,520,11,晴,乾燥
負傷,神戸市兵庫区,2017,521,12,晴,乾燥
負傷,神戸市兵庫区,2017,521,15,晴,乾燥
負傷,神戸市兵庫区,2017,521,19,晴,乾燥
負傷,神戸市兵庫区,2017,522,19,晴,乾燥
負傷,神戸市兵庫区,2017,525,3,雨,湿潤
負傷,神戸市兵庫区,2017,525,0,雨,湿潤
負傷,神戸市兵庫区,2017,525,10,曇,乾燥
負傷,神戸市兵庫区,2017,501,15,晴,乾燥
負傷,神戸市兵庫区,2017,526,6,晴,乾燥
負傷,神戸市兵庫区,2017,527,8,晴,乾燥
負傷,神戸市兵庫区,2017,528,16,晴,乾燥
負傷,神戸市兵庫区,2017,529,7,晴,乾燥
負傷,神戸市兵庫区,2017,529,11,晴,乾燥
負傷,神戸市兵庫区,2017,529,12,晴,乾燥
負傷,神戸市兵庫区,2017,530,8,晴,乾燥
負傷,神戸市兵庫区,2017,524,18,雨,乾燥
負傷,神戸市兵庫区,2017,531,17,晴,乾燥
負傷,神戸市兵庫区,2017,531,17,晴,乾燥
負傷,神戸市兵庫区,2017,601,8,晴,乾燥
負傷,神戸市兵庫区,2017,601,9,晴,乾燥
負傷,神戸市兵庫区,2017,601,11,晴,乾燥
負傷,神戸市兵庫区,2017,601,18,晴,乾燥
負傷,神戸市兵庫区,2017,602,15,晴,乾燥
負傷,神戸市兵庫区,2017,602,9,晴,乾燥
負傷,神戸市兵庫区,2017,602,13,晴,乾燥
負傷,神戸市兵庫区,2017,602,16,晴,乾燥
負傷,神戸市兵庫区,2017,602,22,晴,乾燥
負傷,神戸市兵庫区,2017,603,5,晴,乾燥
負傷,神戸市兵庫区,2017,602,15,晴,乾燥
負傷,神戸市兵庫区,2017,527,9,晴,乾燥
負傷,神戸市兵庫区,2017,604,20,晴,乾燥
負傷,神戸市兵庫区,2017,605,10,晴,乾燥
負傷,神戸市兵庫区,2017,530,17,晴,乾燥
負傷,神戸市兵庫区,2017,606,7,晴,乾燥
負傷,神戸市兵庫区,2017,607,14,雨,湿潤
負傷,神戸市兵庫区,2017,607,18,雨,湿潤
負傷,神戸市兵庫区,2017,607,14,雨,湿潤
負傷,神戸市兵庫区,2017,609,7,晴,乾燥
負傷,神戸市兵庫区,2017,525,17,晴,乾燥
負傷,神戸市兵庫区,2017,612,7,晴,乾燥
負傷,神戸市兵庫区,2017,612,15,晴,乾燥
負傷,神戸市兵庫区,2017,614,11,晴,乾燥
負傷,神戸市兵庫区,2017,614,12,晴,乾燥
負傷,神戸市兵庫区,2017,615,8,晴,乾燥
負傷,神戸市兵庫区,2017,615,13,晴,乾燥
負傷,神戸市兵庫区,2017,610,18,晴,乾燥
負傷,神戸市兵庫区,2017,616,14,晴,乾燥
負傷,神戸市兵庫区,2017,617,8,晴,乾燥
負傷,神戸市兵庫区,2017,618,13,晴,乾燥
負傷,神戸市兵庫区,2017,619,6,晴,乾燥
負傷,神戸市兵庫区,2017,619,14,晴,乾燥
負傷,神戸市兵庫区,2017,619,14,晴,乾燥
負傷,神戸市兵庫区,2017,619,12,晴,乾燥
負傷,神戸市兵庫区,2017,618,16,晴,乾燥
負傷,神戸市兵庫区,2017,622,17,晴,乾燥
負傷,神戸市兵庫区,2017,623,6,晴,乾燥
負傷,神戸市兵庫区,2017,623,11,晴,乾燥
負傷,神戸市兵庫区,2017,527,5,晴,乾燥
負傷,神戸市兵庫区,2017,623,11,晴,乾燥
負傷,神戸市兵庫区,2017,623,15,晴,乾燥
負傷,神戸市兵庫区,2017,623,10,晴,乾燥
負傷,神戸市兵庫区,2017,616,17,晴,乾燥
負傷,神戸市兵庫区,2017,624,9,晴,乾燥
負傷,神戸市兵庫区,2017,624,21,雨,湿潤
負傷,神戸市兵庫区,2017,627,16,曇,乾燥
負傷,神戸市兵庫区,2017,628,8,雨,湿潤
負傷,神戸市兵庫区,2017,628,9,曇,湿潤
負傷,神戸市兵庫区,2017,628,17,晴,湿潤
負傷,神戸市兵庫区,2017,629,6,曇,乾燥
負傷,神戸市兵庫区,2017,628,7,曇,湿潤
負傷,神戸市兵庫区,2017,630,9,晴,乾燥
負傷,神戸市兵庫区,2017,630,13,晴,乾燥
負傷,神戸市兵庫区,2017,630,7,雨,湿潤
負傷,神戸市兵庫区,2017,626,15,曇,乾燥
負傷,神戸市兵庫区,2017,703,18,曇,乾燥
負傷,神戸市兵庫区,2017,704,11,曇,湿潤
負傷,神戸市兵庫区,2017,705,9,雨,湿潤
負傷,神戸市兵庫区,2017,705,8,雨,湿潤
負傷,神戸市兵庫区,2017,705,17,曇,乾燥
負傷,神戸市兵庫区,2017,619,16,晴,乾燥
負傷,神戸市兵庫区,2017,624,10,雨,湿潤
負傷,神戸市兵庫区,2017,707,14,曇,乾燥
負傷,神戸市兵庫区,2017,703,10,晴,乾燥
負傷,神戸市兵庫区,2017,708,9,晴,乾燥
負傷,神戸市兵庫区,2017,710,16,晴,乾燥
負傷,神戸市兵庫区,2017,711,6,曇,乾燥
負傷,神戸市兵庫区,2017,628,15,晴,乾燥
負傷,神戸市兵庫区,2017,713,13,晴,乾燥
負傷,神戸市兵庫区,2017,705,12,雨,湿潤
負傷,神戸市兵庫区,2017,714,22,晴,乾燥
負傷,神戸市兵庫区,2017,715,11,晴,乾燥
負傷,神戸市兵庫区,2017,716,12,晴,乾燥
負傷,神戸市兵庫区,2017,716,17,晴,乾燥
負傷,神戸市兵庫区,2017,713,17,曇,乾燥
負傷,神戸市兵庫区,2017,718,17,晴,乾燥
負傷,神戸市兵庫区,2017,719,11,晴,乾燥
負傷,神戸市兵庫区,2017,627,11,曇,乾燥
負傷,神戸市兵庫区,2017,719,18,晴,乾燥
負傷,神戸市兵庫区,2017,719,18,晴,乾燥
負傷,神戸市兵庫区,2017,720,6,晴,乾燥
負傷,神戸市兵庫区,2017,720,11,晴,乾燥
負傷,神戸市兵庫区,2017,720,16,晴,乾燥
負傷,神戸市兵庫区,2017,720,17,晴,乾燥
負傷,神戸市兵庫区,2017,721,15,晴,乾燥
負傷,神戸市兵庫区,2017,722,13,晴,乾燥
負傷,神戸市兵庫区,2017,719,13,晴,乾燥
負傷,神戸市兵庫区,2017,719,15,晴,乾燥
負傷,神戸市兵庫区,2017,722,16,晴,乾燥
負傷,神戸市兵庫区,2017,720,20,晴,乾燥
負傷,神戸市兵庫区,2017,726,12,晴,乾燥
負傷,神戸市兵庫区,2017,727,13,晴,乾燥
負傷,神戸市兵庫区,2017,727,14,晴,乾燥
負傷,神戸市兵庫区,2017,728,14,晴,乾燥
負傷,神戸市兵庫区,2017,729,18,曇,乾燥
負傷,神戸市兵庫区,2017,716,12,晴,乾燥
負傷,神戸市兵庫区,2017,729,16,晴,乾燥
負傷,神戸市兵庫区,2017,710,22,晴,乾燥
負傷,神戸市兵庫区,2017,731,8,晴,乾燥
負傷,神戸市兵庫区,2017,801,14,晴,乾燥
負傷,神戸市兵庫区,2017,801,14,晴,乾燥
負傷,神戸市兵庫区,2017,801,16,晴,乾燥
負傷,神戸市兵庫区,2017,802,6,晴,乾燥
負傷,神戸市兵庫区,2017,803,8,晴,乾燥
負傷,神戸市兵庫区,2017,804,10,晴,乾燥
負傷,神戸市兵庫区,2017,803,10,晴,乾燥
負傷,神戸市兵庫区,2017,804,13,晴,乾燥
負傷,神戸市兵庫区,2017,805,11,晴,乾燥
負傷,神戸市兵庫区,2017,805,17,晴,乾燥
負傷,神戸市兵庫区,2017,806,10,晴,乾燥
負傷,神戸市兵庫区,2017,807,8,雨,湿潤
負傷,神戸市兵庫区,2017,807,11,雨,湿潤
負傷,神戸市兵庫区,2017,807,15,雨,湿潤
負傷,神戸市兵庫区,2017,805,16,晴,乾燥
負傷,神戸市兵庫区,2017,808,2,晴,乾燥
負傷,神戸市兵庫区,2017,809,14,晴,乾燥
負傷,神戸市兵庫区,2017,809,15,晴,乾燥
負傷,神戸市兵庫区,2017,705,20,曇,乾燥
負傷,神戸市兵庫区,2017,810,8,晴,乾燥
負傷,神戸市兵庫区,2017,724,14,晴,乾燥
負傷,神戸市兵庫区,2017,811,14,晴,乾燥
負傷,神戸市兵庫区,2017,812,6,晴,乾燥
負傷,神戸市兵庫区,2017,812,17,晴,乾燥
負傷,神戸市兵庫区,2017,815,16,曇,乾燥
負傷,神戸市兵庫区,2017,816,12,晴,乾燥
負傷,神戸市兵庫区,2017,816,14,晴,乾燥
負傷,神戸市兵庫区,2017,816,20,晴,乾燥
負傷,神戸市兵庫区,2017,815,17,曇,乾燥
負傷,神戸市兵庫区,2017,818,14,晴,乾燥
負傷,神戸市兵庫区,2017,819,10,晴,乾燥
負傷,神戸市兵庫区,2017,812,18,晴,乾燥
負傷,神戸市兵庫区,2017,819,7,晴,乾燥
負傷,神戸市兵庫区,2017,819,20,晴,乾燥
負傷,神戸市兵庫区,2017,822,12,晴,乾燥
負傷,神戸市兵庫区,2017,811,14,晴,乾燥
負傷,神戸市兵庫区,2017,825,18,晴,乾燥
負傷,神戸市兵庫区,2017,827,10,晴,乾燥
負傷,神戸市兵庫区,2017,729,2,晴,乾燥
負傷,神戸市兵庫区,2017,828,10,晴,乾燥
負傷,神戸市兵庫区,2017,828,15,晴,乾燥
負傷,神戸市兵庫区,2017,829,10,晴,乾燥
負傷,神戸市兵庫区,2017,820,13,晴,乾燥
負傷,神戸市兵庫区,2017,829,18,晴,乾燥
負傷,神戸市兵庫区,2017,802,12,晴,乾燥
負傷,神戸市兵庫区,2017,831,6,晴,乾燥
負傷,神戸市兵庫区,2017,831,9,晴,乾燥
負傷,神戸市兵庫区,2017,825,12,晴,乾燥
負傷,神戸市兵庫区,2017,901,12,晴,乾燥
負傷,神戸市兵庫区,2017,901,13,晴,乾燥
負傷,神戸市兵庫区,2017,901,17,晴,乾燥
負傷,神戸市兵庫区,2017,826,16,曇,乾燥
負傷,神戸市兵庫区,2017,902,20,晴,乾燥
負傷,神戸市兵庫区,2017,902,23,晴,乾燥
負傷,神戸市兵庫区,2017,804,15,晴,乾燥
負傷,神戸市兵庫区,2017,824,7,晴,乾燥
負傷,神戸市兵庫区,2017,904,9,晴,乾燥
負傷,神戸市兵庫区,2017,905,10,曇,乾燥
負傷,神戸市兵庫区,2017,906,9,曇,乾燥
負傷,神戸市兵庫区,2017,907,9,晴,乾燥
負傷,神戸市兵庫区,2017,907,12,雨,湿潤
負傷,神戸市兵庫区,2017,907,19,雨,湿潤
負傷,神戸市兵庫区,2017,908,6,晴,乾燥
負傷,神戸市兵庫区,2017,824,14,晴,乾燥
負傷,神戸市兵庫区,2017,908,14,晴,乾燥
負傷,神戸市兵庫区,2017,908,18,晴,乾燥
負傷,神戸市兵庫区,2017,910,9,晴,乾燥
負傷,神戸市兵庫区,2017,904,7,晴,乾燥
負傷,神戸市兵庫区,2017,906,21,曇,乾燥
負傷,神戸市兵庫区,2017,727,6,晴,乾燥
負傷,神戸市兵庫区,2017,912,8,雨,湿潤
負傷,神戸市兵庫区,2017,913,9,晴,乾燥
負傷,神戸市兵庫区,2017,914,13,晴,乾燥
負傷,神戸市兵庫区,2017,915,3,曇,乾燥
負傷,神戸市兵庫区,2017,915,17,曇,乾燥
負傷,神戸市兵庫区,2017,916,11,雨,湿潤
負傷,神戸市兵庫区,2017,916,16,雨,湿潤
負傷,神戸市兵庫区,2017,917,9,晴,乾燥
負傷,神戸市兵庫区,2017,917,16,曇,乾燥
負傷,神戸市兵庫区,2017,917,12,曇,乾燥
負傷,神戸市兵庫区,2017,918,9,晴,乾燥
負傷,神戸市兵庫区,2017,919,7,晴,乾燥
負傷,神戸市兵庫区,2017,914,16,晴,乾燥
負傷,神戸市兵庫区,2017,919,22,晴,乾燥
負傷,神戸市兵庫区,2017,920,8,曇,乾燥
負傷,神戸市兵庫区,2017,922,0,曇,乾燥
負傷,神戸市兵庫区,2017,923,17,晴,乾燥
負傷,神戸市兵庫区,2017,926,21,晴,乾燥
負傷,神戸市兵庫区,2017,922,21,晴,乾燥
負傷,神戸市兵庫区,2017,924,15,晴,乾燥
負傷,神戸市兵庫区,2017,929,13,晴,乾燥
負傷,神戸市兵庫区,2017,928,8,晴,乾燥
負傷,神戸市兵庫区,2017,930,6,晴,乾燥
負傷,神戸市兵庫区,2017,926,21,晴,乾燥
負傷,神戸市兵庫区,2017,930,17,晴,乾燥
負傷,神戸市兵庫区,2017,1002,9,雨,湿潤
負傷,神戸市兵庫区,2017,1002,17,雨,湿潤
負傷,神戸市兵庫区,2017,1003,17,晴,乾燥
負傷,神戸市兵庫区,2017,1005,16,晴,乾燥
負傷,神戸市兵庫区,2017,1005,20,晴,乾燥
負傷,神戸市兵庫区,2017,1006,8,雨,湿潤
負傷,神戸市兵庫区,2017,1006,17,雨,湿潤
負傷,神戸市兵庫区,2017,1006,18,雨,湿潤
負傷,神戸市兵庫区,2017,1009,10,晴,乾燥
負傷,神戸市兵庫区,2017,929,7,晴,乾燥
負傷,神戸市兵庫区,2017,929,7,晴,乾燥
負傷,神戸市兵庫区,2017,930,5,晴,乾燥
負傷,神戸市兵庫区,2017,1010,11,晴,乾燥
負傷,神戸市兵庫区,2017,1011,0,晴,乾燥
負傷,神戸市兵庫区,2017,1011,10,晴,乾燥
負傷,神戸市兵庫区,2017,1012,11,曇,乾燥
負傷,神戸市兵庫区,2017,1015,10,雨,湿潤
負傷,神戸市兵庫区,2017,1015,16,雨,湿潤
負傷,神戸市兵庫区,2017,1016,16,雨,湿潤
負傷,神戸市兵庫区,2017,1016,10,雨,湿潤
負傷,神戸市兵庫区,2017,1016,13,雨,湿潤
負傷,神戸市兵庫区,2017,1012,8,晴,乾燥
負傷,神戸市兵庫区,2017,1017,9,雨,湿潤
負傷,神戸市兵庫区,2017,1005,9,晴,乾燥
負傷,神戸市兵庫区,2017,1018,3,晴,乾燥
負傷,神戸市兵庫区,2017,1020,16,曇,湿潤
負傷,神戸市兵庫区,2017,1020,8,曇,乾燥
負傷,神戸市兵庫区,2017,1020,20,晴,乾燥
負傷,神戸市兵庫区,2017,1020,17,曇,乾燥
負傷,神戸市兵庫区,2017,1027,3,晴,乾燥
負傷,神戸市兵庫区,2017,1027,14,晴,乾燥
負傷,神戸市兵庫区,2017,1028,16,雨,凍結 
負傷,神戸市兵庫区,2017,1029,14,雨,湿潤
負傷,神戸市兵庫区,2017,1030,14,晴,乾燥
負傷,神戸市兵庫区,2017,1031,8,晴,乾燥
負傷,神戸市兵庫区,2017,1030,23,晴,乾燥
負傷,神戸市兵庫区,2017,1010,13,晴,乾燥
負傷,神戸市兵庫区,2017,1102,8,晴,乾燥
負傷,神戸市兵庫区,2017,1004,13,晴,乾燥
負傷,神戸市兵庫区,2017,1103,12,晴,乾燥
負傷,神戸市兵庫区,2017,909,8,晴,乾燥
負傷,神戸市兵庫区,2017,1103,22,晴,乾燥
負傷,神戸市兵庫区,2017,1104,16,晴,乾燥
負傷,神戸市兵庫区,2017,1106,18,晴,乾燥
負傷,神戸市兵庫区,2017,1107,11,晴,乾燥
負傷,神戸市兵庫区,2017,1102,9,晴,乾燥
負傷,神戸市兵庫区,2017,1109,16,晴,乾燥
負傷,神戸市兵庫区,2017,1109,18,晴,乾燥
負傷,神戸市兵庫区,2017,1109,20,晴,乾燥
負傷,神戸市兵庫区,2017,1110,11,晴,乾燥
負傷,神戸市兵庫区,2017,1110,16,晴,乾燥
負傷,神戸市兵庫区,2017,1111,11,曇,乾燥
負傷,神戸市兵庫区,2017,1030,11,晴,乾燥
負傷,神戸市兵庫区,2017,1113,0,晴,乾燥
負傷,神戸市兵庫区,2017,1113,11,晴,乾燥
負傷,神戸市兵庫区,2017,1113,12,晴,乾燥
負傷,神戸市兵庫区,2017,1113,18,晴,乾燥
負傷,神戸市兵庫区,2017,1115,18,晴,乾燥
負傷,神戸市兵庫区,2017,1115,19,晴,乾燥
負傷,神戸市兵庫区,2017,1011,21,曇,乾燥
負傷,神戸市兵庫区,2017,1118,5,雨,湿潤
負傷,神戸市兵庫区,2017,1101,5,曇,乾燥
負傷,神戸市兵庫区,2017,1108,9,雨,湿潤
負傷,神戸市兵庫区,2017,1107,15,晴,乾燥
負傷,神戸市兵庫区,2017,1122,8,晴,乾燥
負傷,神戸市兵庫区,2017,1122,7,晴,乾燥
負傷,神戸市兵庫区,2017,1116,0,晴,乾燥
負傷,神戸市兵庫区,2017,1122,17,雨,湿潤
負傷,神戸市兵庫区,2017,1123,9,晴,湿潤
負傷,神戸市兵庫区,2017,1122,23,雨,湿潤
負傷,神戸市兵庫区,2017,1123,7,曇,湿潤
負傷,神戸市兵庫区,2017,1123,17,晴,乾燥
負傷,神戸市兵庫区,2017,1124,13,晴,乾燥
負傷,神戸市兵庫区,2017,1126,4,曇,乾燥
負傷,神戸市兵庫区,2017,1126,9,晴,乾燥
負傷,神戸市兵庫区,2017,1117,7,晴,乾燥
負傷,神戸市兵庫区,2017,1126,18,曇,乾燥
負傷,神戸市兵庫区,2017,1126,16,曇,乾燥
負傷,神戸市兵庫区,2017,1127,10,晴,乾燥
負傷,神戸市兵庫区,2017,1128,7,晴,乾燥
負傷,神戸市兵庫区,2017,1127,23,晴,乾燥
負傷,神戸市兵庫区,2017,1128,16,晴,乾燥
負傷,神戸市兵庫区,2017,1119,22,晴,乾燥
負傷,神戸市兵庫区,2017,1129,17,雨,湿潤
負傷,神戸市兵庫区,2017,1129,21,曇,湿潤
負傷,神戸市兵庫区,2017,1130,13,晴,乾燥
負傷,神戸市兵庫区,2017,1130,13,晴,乾燥
負傷,神戸市兵庫区,2017,1201,10,晴,乾燥
負傷,神戸市兵庫区,2017,1202,21,曇,乾燥
負傷,神戸市兵庫区,2017,1127,15,晴,乾燥
負傷,神戸市兵庫区,2017,1202,11,晴,乾燥
負傷,神戸市兵庫区,2017,1202,13,晴,乾燥
負傷,神戸市兵庫区,2017,1202,17,晴,乾燥
負傷,神戸市兵庫区,2017,1202,22,晴,乾燥
負傷,神戸市兵庫区,2017,1128,16,晴,乾燥
負傷,神戸市兵庫区,2017,1127,21,晴,乾燥
負傷,神戸市兵庫区,2017,1203,21,晴,乾燥
負傷,神戸市兵庫区,2017,1203,17,晴,乾燥
負傷,神戸市兵庫区,2017,1204,17,晴,湿潤
負傷,神戸市兵庫区,2017,1129,18,晴,乾燥
負傷,神戸市兵庫区,2017,1206,9,晴,乾燥
負傷,神戸市兵庫区,2017,1201,10,晴,乾燥
負傷,神戸市兵庫区,2017,1206,15,晴,乾燥
負傷,神戸市兵庫区,2017,1206,15,晴,乾燥
負傷,神戸市兵庫区,2017,1207,12,晴,乾燥
負傷,神戸市兵庫区,2017,1207,18,曇,乾燥
負傷,神戸市兵庫区,2017,1208,20,曇,乾燥
負傷,神戸市兵庫区,2017,1208,14,晴,乾燥
負傷,神戸市兵庫区,2017,1208,17,曇,乾燥
負傷,神戸市兵庫区,2017,1208,18,曇,乾燥
負傷,神戸市兵庫区,2017,1209,10,晴,乾燥
負傷,神戸市兵庫区,2017,1209,20,晴,乾燥
負傷,神戸市兵庫区,2017,1210,10,晴,乾燥
負傷,神戸市兵庫区,2017,1211,7,曇,乾燥
負傷,神戸市兵庫区,2017,1211,8,曇,乾燥
負傷,神戸市兵庫区,2017,1211,18,晴,乾燥
負傷,神戸市兵庫区,2017,1201,7,晴,乾燥
負傷,神戸市兵庫区,2017,1209,19,晴,湿潤
負傷,神戸市兵庫区,2017,1213,17,曇,乾燥
負傷,神戸市兵庫区,2017,1214,6,晴,乾燥
負傷,神戸市兵庫区,2017,1214,15,晴,乾燥
負傷,神戸市兵庫区,2017,1215,10,晴,乾燥
負傷,神戸市兵庫区,2017,1215,15,晴,乾燥
負傷,神戸市兵庫区,2017,1216,15,曇,乾燥
負傷,神戸市兵庫区,2017,1217,3,晴,乾燥
負傷,神戸市兵庫区,2017,1216,18,曇,乾燥
負傷,神戸市兵庫区,2017,1219,10,晴,乾燥
負傷,神戸市兵庫区,2017,1220,2,曇,乾燥
負傷,神戸市兵庫区,2017,1221,9,晴,乾燥
負傷,神戸市兵庫区,2017,1223,4,晴,乾燥
負傷,神戸市兵庫区,2017,1208,15,曇,乾燥
負傷,神戸市兵庫区,2017,1224,17,雨,湿潤
負傷,神戸市兵庫区,2017,1225,14,晴,乾燥
負傷,神戸市兵庫区,2017,1226,10,晴,乾燥
負傷,神戸市兵庫区,2017,1226,11,晴,乾燥
負傷,神戸市兵庫区,2017,1227,11,晴,乾燥
負傷,神戸市兵庫区,2017,1229,11,晴,乾燥
負傷,神戸市兵庫区,2017,1229,11,晴,乾燥
負傷,神戸市兵庫区,2017,1229,15,晴,乾燥
負傷,神戸市兵庫区,2017,1230,8,晴,乾燥
負傷,神戸市兵庫区,2017,1230,9,晴,乾燥
負傷,神戸市兵庫区,2017,1230,11,晴,乾燥
負傷,神戸市兵庫区,2017,1230,21,晴,乾燥
負傷,神戸市兵庫区,2017,1228,9,曇,乾燥
負傷,神戸市兵庫区,2017,1220,17,晴,乾燥
負傷,神戸市兵庫区,2017,1219,8,曇,乾燥
負傷,神戸市北区,2017,103,20,晴,乾燥
負傷,神戸市北区,2017,129,11,曇,乾燥
負傷,神戸市北区,2017,116,17,曇,乾燥
負傷,神戸市北区,2017,306,5,晴,乾燥
負傷,神戸市北区,2017,328,18,曇,湿潤
負傷,神戸市北区,2017,330,17,晴,乾燥
負傷,神戸市北区,2017,411,17,曇,乾燥
負傷,神戸市北区,2017,416,17,晴,乾燥
負傷,神戸市北区,2017,416,16,晴,乾燥
負傷,神戸市北区,2017,326,5,曇,乾燥
負傷,神戸市北区,2017,511,10,晴,乾燥
負傷,神戸市北区,2017,505,17,晴,乾燥
負傷,神戸市北区,2017,508,14,晴,乾燥
負傷,神戸市北区,2017,430,18,晴,乾燥
負傷,神戸市北区,2017,506,16,曇,乾燥
負傷,神戸市北区,2017,426,10,雨,湿潤
負傷,神戸市北区,2017,705,8,雨,湿潤
負傷,神戸市北区,2017,624,18,晴,乾燥
負傷,神戸市北区,2017,715,1,晴,乾燥
負傷,神戸市北区,2017,724,15,晴,乾燥
負傷,神戸市北区,2017,728,17,雨,湿潤
負傷,神戸市北区,2017,813,18,晴,乾燥
負傷,神戸市北区,2017,814,20,曇,乾燥
負傷,神戸市北区,2017,814,17,晴,乾燥
負傷,神戸市北区,2017,817,11,晴,乾燥
負傷,神戸市北区,2017,817,19,晴,乾燥
負傷,神戸市北区,2017,907,16,晴,湿潤
負傷,神戸市北区,2017,1009,0,晴,乾燥
負傷,神戸市北区,2017,1103,12,晴,乾燥
負傷,神戸市北区,2017,1102,7,晴,乾燥
負傷,神戸市北区,2017,1107,20,晴,乾燥
負傷,神戸市北区,2017,1024,14,曇,乾燥
負傷,神戸市北区,2017,1104,17,晴,乾燥
負傷,神戸市北区,2017,1111,11,曇,乾燥
負傷,神戸市北区,2017,1105,16,晴,乾燥
負傷,神戸市北区,2017,1125,11,晴,乾燥
負傷,神戸市北区,2017,1124,16,晴,乾燥
負傷,神戸市北区,2017,1206,7,晴,乾燥
負傷,神戸市北区,2017,1213,16,晴,乾燥
負傷,神戸市北区,2017,1220,11,晴,乾燥
負傷,神戸市北区,2017,102,19,晴,乾燥
負傷,神戸市北区,2017,103,12,曇,乾燥
負傷,神戸市北区,2017,104,15,曇,乾燥
負傷,神戸市北区,2017,102,16,曇,乾燥
負傷,神戸市北区,2017,106,15,曇,乾燥
負傷,神戸市北区,2017,106,17,晴,乾燥
負傷,神戸市北区,2017,104,21,晴,乾燥
負傷,神戸市北区,2017,108,11,雨,湿潤
負傷,神戸市北区,2017,108,15,雨,湿潤
負傷,神戸市北区,2017,102,15,曇,乾燥
負傷,神戸市北区,2017,110,8,晴,乾燥
負傷,神戸市北区,2017,110,18,曇,乾燥
負傷,神戸市北区,2017,112,11,晴,乾燥
負傷,神戸市北区,2017,112,21,晴,乾燥
負傷,神戸市北区,2017,114,4,曇,乾燥
負傷,神戸市北区,2017,115,6,雪,凍結 
負傷,神戸市北区,2017,112,7,晴,乾燥
負傷,神戸市北区,2017,115,20,雪,凍結 
負傷,神戸市北区,2017,116,7,雪,凍結 
負傷,神戸市北区,2017,115,20,雪,凍結 
負傷,神戸市北区,2017,115,21,雪,凍結 
