accident,where,date,time,whether,state
負傷,神戸市灘区,2019/5/9,14,晴,乾燥
負傷,神戸市灘区,2019/5/10,17,晴,乾燥
負傷,神戸市灘区,2019/5/12,19,晴,乾燥
負傷,神戸市灘区,2019/5/13,11,晴,乾燥
負傷,神戸市灘区,2019/5/13,15,晴,乾燥
負傷,神戸市灘区,2019/5/2,21,晴,乾燥
負傷,神戸市灘区,2019/3/28,17,晴,乾燥
負傷,神戸市灘区,2019/5/16,16,晴,乾燥
負傷,神戸市灘区,2019/5/18,18,晴,乾燥
負傷,神戸市灘区,2019/5/20,20,雨,湿潤
負傷,神戸市灘区,2019/5/22,9,晴,乾燥
負傷,神戸市灘区,2019/5/24,15,晴,乾燥
負傷,神戸市灘区,2019/5/24,15,晴,乾燥
負傷,神戸市灘区,2019/5/24,16,晴,乾燥
負傷,神戸市灘区,2019/5/25,14,晴,乾燥
負傷,神戸市灘区,2019/5/25,19,晴,乾燥
負傷,神戸市灘区,2019/5/25,17,晴,乾燥
負傷,神戸市灘区,2019/5/22,14,晴,乾燥
負傷,神戸市灘区,2019/5/26,15,晴,乾燥
負傷,神戸市灘区,2019/5/11,12,晴,乾燥
負傷,神戸市灘区,2019/5/28,2,雨,湿潤
負傷,神戸市灘区,2019/5/28,10,雨,湿潤
負傷,神戸市灘区,2019/5/28,15,雨,湿潤
負傷,神戸市灘区,2019/5/29,10,雨,湿潤
負傷,神戸市灘区,2019/5/29,17,晴,乾燥
負傷,神戸市灘区,2019/5/30,18,晴,乾燥
負傷,神戸市灘区,2019/5/27,16,晴,乾燥
負傷,神戸市灘区,2019/5/31,19,雨,湿潤
負傷,神戸市灘区,2019/5/31,21,曇,湿潤
負傷,神戸市灘区,2019/6/1,9,晴,乾燥
負傷,神戸市灘区,2019/5/31,14,雨,湿潤
負傷,神戸市灘区,2019/6/3,18,晴,乾燥
負傷,神戸市灘区,2019/6/5,14,晴,乾燥
負傷,神戸市灘区,2019/6/7,9,雨,湿潤
負傷,神戸市灘区,2019/6/7,10,雨,湿潤
負傷,神戸市灘区,2019/6/9,14,晴,乾燥
負傷,神戸市灘区,2019/6/10,11,曇,乾燥
負傷,神戸市灘区,2019/5/16,16,晴,乾燥
負傷,神戸市灘区,2019/6/14,11,曇,乾燥
負傷,神戸市灘区,2019/6/3,10,晴,乾燥
負傷,神戸市灘区,2019/6/14,15,雨,湿潤
負傷,神戸市灘区,2019/6/15,6,曇,乾燥
負傷,神戸市灘区,2019/4/22,22,晴,乾燥
負傷,神戸市灘区,2019/6/15,19,雨,湿潤
負傷,神戸市灘区,2019/6/19,10,晴,乾燥
負傷,神戸市灘区,2019/6/22,20,晴,乾燥
負傷,神戸市灘区,2019/6/24,12,晴,乾燥
負傷,神戸市灘区,2019/6/24,13,晴,乾燥
負傷,神戸市灘区,2019/6/24,9,晴,乾燥
負傷,神戸市灘区,2019/6/26,14,曇,乾燥
負傷,神戸市灘区,2019/6/26,16,曇,湿潤
負傷,神戸市灘区,2019/6/26,17,曇,湿潤
負傷,神戸市灘区,2019/6/27,22,雨,湿潤
負傷,神戸市灘区,2019/6/18,10,曇,乾燥
負傷,神戸市灘区,2019/7/1,10,曇,乾燥
負傷,神戸市灘区,2019/7/1,7,雨,湿潤
負傷,神戸市灘区,2019/7/2,18,曇,乾燥
負傷,神戸市灘区,2019/7/5,11,晴,乾燥
負傷,神戸市灘区,2019/5/29,18,晴,乾燥
負傷,神戸市灘区,2019/7/5,19,晴,乾燥
負傷,神戸市灘区,2019/7/6,15,曇,乾燥
負傷,神戸市灘区,2019/7/6,21,晴,乾燥
負傷,神戸市灘区,2019/7/8,11,曇,乾燥
負傷,神戸市灘区,2019/7/4,22,晴,乾燥
負傷,神戸市灘区,2019/7/9,11,晴,乾燥
負傷,神戸市灘区,2019/7/10,21,晴,乾燥
負傷,神戸市灘区,2019/7/11,13,雨,湿潤
負傷,神戸市灘区,2019/7/11,16,晴,湿潤
負傷,神戸市灘区,2019/7/11,21,曇,湿潤
負傷,神戸市灘区,2019/7/12,17,晴,乾燥
負傷,神戸市灘区,2019/7/13,9,雨,湿潤
負傷,神戸市灘区,2019/7/13,12,曇,乾燥
負傷,神戸市灘区,2019/7/14,9,雨,湿潤
負傷,神戸市灘区,2019/7/14,12,曇,湿潤
負傷,神戸市灘区,2019/6/28,10,晴,乾燥
負傷,神戸市灘区,2019/7/3,9,曇,乾燥
負傷,神戸市灘区,2019/6/29,21,雨,湿潤
負傷,神戸市灘区,2019/7/16,14,晴,乾燥
負傷,神戸市灘区,2019/7/17,8,晴,乾燥
負傷,神戸市灘区,2019/7/10,10,晴,乾燥
負傷,神戸市灘区,2019/7/18,10,曇,乾燥
負傷,神戸市灘区,2019/7/18,15,雨,湿潤
負傷,神戸市灘区,2019/7/18,16,雨,湿潤
負傷,神戸市灘区,2019/7/19,10,雨,湿潤
負傷,神戸市灘区,2019/7/19,9,雨,湿潤
負傷,神戸市灘区,2019/7/21,8,晴,乾燥
負傷,神戸市灘区,2019/7/10,12,晴,乾燥
負傷,神戸市灘区,2019/7/22,8,曇,乾燥
負傷,神戸市灘区,2019/7/22,16,雨,湿潤
負傷,神戸市灘区,2019/7/24,16,晴,乾燥
負傷,神戸市灘区,2018/11/16,7,晴,乾燥
負傷,神戸市灘区,2019/7/25,15,晴,乾燥
負傷,神戸市灘区,2019/7/25,16,晴,乾燥
負傷,神戸市灘区,2019/7/26,10,晴,乾燥
負傷,神戸市灘区,2019/7/27,8,雨,湿潤
負傷,神戸市灘区,2019/7/15,13,晴,乾燥
負傷,神戸市灘区,2019/7/7,20,晴,乾燥
負傷,神戸市灘区,2019/7/28,9,晴,乾燥
負傷,神戸市灘区,2019/7/28,11,晴,乾燥
負傷,神戸市灘区,2019/7/28,14,晴,乾燥
負傷,神戸市灘区,2019/7/23,14,晴,乾燥
負傷,神戸市灘区,2019/7/30,15,晴,乾燥
負傷,神戸市灘区,2019/7/27,14,曇,乾燥
負傷,神戸市灘区,2019/8/1,9,晴,乾燥
死亡,神戸市灘区,2019/8/1,9,晴,乾燥
負傷,神戸市灘区,2019/8/1,8,晴,乾燥
負傷,神戸市灘区,2019/8/2,0,晴,乾燥
負傷,神戸市灘区,2019/8/2,11,晴,乾燥
負傷,神戸市灘区,2019/8/6,14,晴,乾燥
負傷,神戸市灘区,2019/8/7,15,晴,乾燥
負傷,神戸市灘区,2019/8/8,20,晴,乾燥
負傷,神戸市灘区,2019/8/9,6,晴,乾燥
負傷,神戸市灘区,2019/8/13,13,晴,乾燥
負傷,神戸市灘区,2019/6/13,14,晴,乾燥
負傷,神戸市灘区,2019/8/13,16,晴,乾燥
負傷,神戸市灘区,2019/7/27,14,曇,乾燥
負傷,神戸市灘区,2019/8/16,8,曇,乾燥
負傷,神戸市灘区,2019/8/16,12,晴,乾燥
負傷,神戸市灘区,2019/8/18,14,晴,乾燥
負傷,神戸市灘区,2019/8/20,7,雨,湿潤
負傷,神戸市灘区,2019/8/20,11,晴,乾燥
負傷,神戸市灘区,2019/8/21,12,晴,乾燥
負傷,神戸市灘区,2019/8/7,8,晴,乾燥
負傷,神戸市灘区,2019/8/7,18,晴,乾燥
負傷,神戸市灘区,2019/8/26,9,晴,乾燥
負傷,神戸市灘区,2019/8/22,9,晴,乾燥
負傷,神戸市灘区,2019/8/17,7,晴,乾燥
負傷,神戸市灘区,2019/8/29,17,雨,湿潤
負傷,神戸市灘区,2019/8/29,23,曇,湿潤
負傷,神戸市灘区,2019/8/26,14,晴,乾燥
負傷,神戸市灘区,2019/8/30,8,曇,乾燥
負傷,神戸市灘区,2019/8/30,14,曇,乾燥
負傷,神戸市灘区,2019/8/30,15,曇,乾燥
負傷,神戸市灘区,2019/8/30,16,雨,湿潤
負傷,神戸市灘区,2019/8/13,13,晴,乾燥
負傷,神戸市灘区,2019/9/1,0,曇,乾燥
負傷,神戸市灘区,2019/9/2,12,晴,乾燥
負傷,神戸市灘区,2019/8/6,9,晴,乾燥
負傷,神戸市灘区,2019/9/2,17,晴,乾燥
負傷,神戸市灘区,2019/9/3,8,晴,乾燥
負傷,神戸市灘区,2019/9/3,18,晴,乾燥
死亡,神戸市灘区,2019/9/3,8,晴,乾燥
負傷,神戸市灘区,2019/9/4,13,晴,乾燥
負傷,神戸市灘区,2019/9/4,18,晴,乾燥
負傷,神戸市灘区,2019/9/5,12,晴,乾燥
負傷,神戸市灘区,2019/9/7,13,晴,乾燥
負傷,神戸市灘区,2019/9/7,15,晴,乾燥
負傷,神戸市灘区,2019/9/9,15,晴,乾燥
負傷,神戸市灘区,2019/9/10,13,晴,乾燥
負傷,神戸市灘区,2019/9/12,7,晴,乾燥
負傷,神戸市灘区,2019/9/13,18,晴,乾燥
負傷,神戸市灘区,2019/9/13,20,晴,乾燥
負傷,神戸市灘区,2019/9/14,19,晴,乾燥
負傷,神戸市灘区,2019/9/17,8,晴,乾燥
負傷,神戸市灘区,2019/9/17,8,晴,乾燥
負傷,神戸市灘区,2019/9/17,13,晴,乾燥
負傷,神戸市灘区,2019/9/19,16,晴,乾燥
負傷,神戸市灘区,2019/9/19,18,晴,乾燥
負傷,神戸市灘区,2019/9/20,17,雨,湿潤
負傷,神戸市灘区,2019/9/18,17,曇,乾燥
負傷,神戸市灘区,2019/9/12,22,晴,乾燥
負傷,神戸市灘区,2019/9/24,9,曇,乾燥
負傷,神戸市灘区,2019/9/25,13,晴,乾燥
負傷,神戸市灘区,2019/9/25,19,晴,乾燥
負傷,神戸市灘区,2019/9/28,21,晴,乾燥
負傷,神戸市灘区,2019/9/29,13,晴,乾燥
負傷,神戸市灘区,2019/9/29,18,晴,乾燥
負傷,神戸市灘区,2019/10/1,6,晴,乾燥
負傷,神戸市灘区,2019/10/1,8,晴,乾燥
負傷,神戸市灘区,2019/10/1,6,晴,乾燥
負傷,神戸市灘区,2019/10/4,10,晴,乾燥
負傷,神戸市灘区,2019/10/5,10,晴,乾燥
負傷,神戸市灘区,2019/10/5,12,晴,乾燥
負傷,神戸市灘区,2019/10/4,12,晴,乾燥
負傷,神戸市灘区,2019/10/9,8,晴,乾燥
負傷,神戸市灘区,2019/10/9,15,晴,乾燥
負傷,神戸市灘区,2019/10/10,17,晴,乾燥
負傷,神戸市灘区,2019/10/13,6,曇,湿潤
負傷,神戸市灘区,2019/10/13,12,晴,乾燥
負傷,神戸市灘区,2019/10/15,9,晴,乾燥
負傷,神戸市灘区,2019/10/10,18,晴,乾燥
負傷,神戸市灘区,2019/10/18,15,曇,乾燥
負傷,神戸市灘区,2019/10/18,18,雨,湿潤
負傷,神戸市灘区,2019/10/19,3,曇,湿潤
負傷,神戸市灘区,2019/10/20,14,晴,乾燥
負傷,神戸市灘区,2019/10/21,15,曇,乾燥
負傷,神戸市灘区,2019/10/21,17,晴,乾燥
負傷,神戸市灘区,2019/10/22,7,曇,乾燥
負傷,神戸市灘区,2019/10/22,17,晴,乾燥
負傷,神戸市灘区,2019/10/22,20,晴,乾燥
負傷,神戸市灘区,2019/10/23,8,晴,乾燥
負傷,神戸市灘区,2019/7/26,18,晴,乾燥
負傷,神戸市灘区,2019/10/23,12,晴,乾燥
負傷,神戸市灘区,2019/10/24,0,晴,乾燥
負傷,神戸市灘区,2019/10/24,17,雨,湿潤
負傷,神戸市灘区,2019/10/24,18,雨,湿潤
負傷,神戸市灘区,2019/10/25,10,雨,湿潤
負傷,神戸市灘区,2019/10/25,9,雨,湿潤
負傷,神戸市灘区,2019/10/25,8,曇,湿潤
負傷,神戸市灘区,2019/10/25,17,晴,乾燥
負傷,神戸市灘区,2019/10/28,8,晴,乾燥
負傷,神戸市灘区,2019/10/28,16,晴,乾燥
負傷,神戸市灘区,2019/10/28,15,晴,乾燥
負傷,神戸市灘区,2019/10/30,22,晴,乾燥
負傷,神戸市灘区,2019/10/30,8,晴,乾燥
負傷,神戸市灘区,2019/10/30,22,晴,乾燥
負傷,神戸市灘区,2019/10/31,8,晴,乾燥
負傷,神戸市灘区,2019/11/2,10,晴,乾燥
負傷,神戸市灘区,2019/11/3,19,晴,乾燥
負傷,神戸市灘区,2019/11/4,11,晴,乾燥
負傷,神戸市灘区,2019/11/5,8,晴,乾燥
負傷,神戸市灘区,2019/11/2,14,晴,乾燥
負傷,神戸市灘区,2019/11/7,8,晴,乾燥
負傷,神戸市灘区,2019/10/16,11,晴,乾燥
負傷,神戸市灘区,2019/11/7,16,晴,乾燥
負傷,神戸市灘区,2019/10/22,13,晴,乾燥
負傷,神戸市灘区,2019/11/8,16,晴,乾燥
負傷,神戸市灘区,2019/11/8,18,晴,乾燥
負傷,神戸市灘区,2019/11/9,10,晴,乾燥
負傷,神戸市灘区,2019/11/8,8,晴,乾燥
負傷,神戸市灘区,2019/11/11,9,曇,乾燥
負傷,神戸市灘区,2019/11/11,10,曇,乾燥
負傷,神戸市灘区,2019/11/11,17,晴,乾燥
負傷,神戸市灘区,2019/11/12,9,晴,乾燥
負傷,神戸市灘区,2019/11/12,8,晴,乾燥
負傷,神戸市灘区,2019/11/13,6,晴,乾燥
負傷,神戸市灘区,2019/11/8,11,晴,乾燥
負傷,神戸市灘区,2019/11/14,8,晴,乾燥
負傷,神戸市灘区,2019/11/15,14,晴,乾燥
負傷,神戸市灘区,2019/11/15,17,晴,乾燥
負傷,神戸市灘区,2019/11/15,18,晴,乾燥
負傷,神戸市灘区,2019/11/16,8,晴,乾燥
負傷,神戸市灘区,2019/11/16,12,晴,乾燥
負傷,神戸市灘区,2019/11/16,15,晴,乾燥
負傷,神戸市灘区,2019/11/16,22,晴,乾燥
負傷,神戸市灘区,2019/11/17,11,曇,乾燥
負傷,神戸市灘区,2019/11/18,16,雨,湿潤
負傷,神戸市灘区,2019/11/18,18,雨,湿潤
負傷,神戸市灘区,2019/11/18,17,雨,湿潤
負傷,神戸市灘区,2019/11/19,14,晴,乾燥
負傷,神戸市灘区,2019/11/19,15,晴,乾燥
負傷,神戸市灘区,2019/11/20,9,晴,乾燥
負傷,神戸市灘区,2019/11/20,19,晴,乾燥
負傷,神戸市灘区,2019/11/22,19,晴,乾燥
負傷,神戸市灘区,2019/11/23,19,晴,乾燥
負傷,神戸市灘区,2019/11/8,19,晴,乾燥
負傷,神戸市灘区,2019/11/24,15,曇,乾燥
負傷,神戸市灘区,2019/11/2,15,晴,乾燥
負傷,神戸市灘区,2019/11/22,17,晴,乾燥
負傷,神戸市灘区,2019/11/26,16,晴,乾燥
負傷,神戸市灘区,2019/11/28,7,晴,乾燥
負傷,神戸市灘区,2019/11/22,10,晴,乾燥
負傷,神戸市灘区,2019/11/29,17,晴,乾燥
負傷,神戸市灘区,2019/11/30,10,晴,乾燥
負傷,神戸市灘区,2019/11/30,15,晴,乾燥
負傷,神戸市灘区,2019/11/27,15,晴,乾燥
負傷,神戸市灘区,2019/12/1,14,晴,乾燥
負傷,神戸市灘区,2019/12/1,17,晴,乾燥
負傷,神戸市灘区,2019/12/2,7,雨,湿潤
負傷,神戸市灘区,2019/12/5,17,晴,乾燥
負傷,神戸市灘区,2019/12/6,17,晴,乾燥
負傷,神戸市灘区,2019/12/7,10,曇,乾燥
負傷,神戸市灘区,2019/12/8,11,晴,乾燥
負傷,神戸市灘区,2019/12/4,13,晴,乾燥
負傷,神戸市灘区,2019/12/9,16,晴,乾燥
負傷,神戸市灘区,2019/12/10,6,晴,乾燥
負傷,神戸市灘区,2019/12/11,12,晴,乾燥
負傷,神戸市灘区,2019/12/12,15,晴,乾燥
負傷,神戸市灘区,2019/12/13,8,晴,乾燥
死亡,神戸市灘区,2019/12/15,5,曇,乾燥
負傷,神戸市灘区,2019/12/16,12,晴,乾燥
負傷,神戸市灘区,2019/12/17,10,晴,乾燥
負傷,神戸市灘区,2019/12/17,17,雨,湿潤
負傷,神戸市灘区,2019/12/14,15,雨,湿潤
負傷,神戸市灘区,2019/12/19,13,曇,乾燥
負傷,神戸市灘区,2019/12/19,21,曇,乾燥
負傷,神戸市灘区,2019/12/14,9,曇,乾燥
負傷,神戸市灘区,2019/12/20,10,晴,乾燥
負傷,神戸市灘区,2019/12/1,12,晴,乾燥
負傷,神戸市灘区,2019/12/20,22,晴,乾燥
負傷,神戸市灘区,2019/12/22,13,曇,乾燥
負傷,神戸市灘区,2019/12/24,16,晴,乾燥
負傷,神戸市灘区,2019/12/20,15,晴,乾燥
負傷,神戸市灘区,2019/12/26,17,雨,湿潤
負傷,神戸市灘区,2019/12/26,19,雨,湿潤
負傷,神戸市灘区,2019/12/23,8,晴,乾燥
負傷,神戸市灘区,2019/12/28,19,晴,乾燥
負傷,神戸市灘区,2019/12/28,21,晴,乾燥
負傷,神戸市灘区,2019/12/31,16,曇,乾燥
負傷,神戸市灘区,2020/2/5,9,晴,乾燥
負傷,神戸市灘区,2020/2/25,18,曇,乾燥
負傷,神戸市灘区,2020/3/23,17,晴,乾燥
負傷,神戸市灘区,2020/5/29,15,晴,乾燥
負傷,神戸市灘区,2020/6/20,16,晴,乾燥
負傷,神戸市灘区,2020/7/7,13,雨,湿潤
負傷,神戸市灘区,2020/7/11,6,雨,湿潤
負傷,神戸市灘区,2020/8/5,10,晴,乾燥
負傷,神戸市灘区,2020/8/12,7,晴,乾燥
負傷,神戸市灘区,2020/9/13,12,晴,乾燥
負傷,神戸市灘区,2020/10/12,14,晴,乾燥
負傷,神戸市灘区,2020/10/16,9,晴,乾燥
負傷,神戸市灘区,2020/11/2,15,晴,湿潤
負傷,神戸市灘区,2020/11/27,11,晴,乾燥
負傷,神戸市灘区,2020/12/15,15,晴,乾燥
負傷,神戸市灘区,2020/1/1,23,晴,乾燥
負傷,神戸市灘区,2020/1/6,12,曇,乾燥
負傷,神戸市灘区,2020/1/6,19,曇,乾燥
負傷,神戸市灘区,2020/1/9,9,晴,乾燥
負傷,神戸市灘区,2019/12/11,17,晴,乾燥
負傷,神戸市灘区,2020/1/9,15,晴,乾燥
負傷,神戸市灘区,2020/1/10,10,晴,乾燥
負傷,神戸市灘区,2020/1/11,22,晴,乾燥
負傷,神戸市灘区,2019/12/21,12,晴,乾燥
負傷,神戸市灘区,2020/1/13,18,曇,乾燥
負傷,神戸市灘区,2020/1/14,13,曇,乾燥
負傷,神戸市灘区,2020/1/15,18,晴,乾燥
負傷,神戸市灘区,2020/1/17,14,晴,乾燥
負傷,神戸市灘区,2020/1/18,10,晴,乾燥
負傷,神戸市灘区,2020/1/18,11,晴,乾燥
負傷,神戸市灘区,2020/1/16,7,晴,乾燥
負傷,神戸市灘区,2020/1/21,18,晴,乾燥
負傷,神戸市灘区,2020/1/22,14,曇,乾燥
負傷,神戸市灘区,2019/12/17,20,雨,湿潤
負傷,神戸市灘区,2020/1/23,12,曇,湿潤
負傷,神戸市灘区,2020/1/23,18,晴,乾燥
負傷,神戸市灘区,2020/1/24,6,曇,湿潤
負傷,神戸市灘区,2019/12/23,14,晴,乾燥
負傷,神戸市灘区,2020/1/24,15,晴,乾燥
負傷,神戸市灘区,2020/1/27,17,曇,乾燥
負傷,神戸市灘区,2020/2/1,21,晴,乾燥
負傷,神戸市灘区,2020/2/2,8,晴,乾燥
負傷,神戸市灘区,2020/2/4,22,晴,乾燥
死亡,神戸市灘区,2020/2/5,9,晴,乾燥
負傷,神戸市灘区,2020/2/6,13,曇,乾燥
負傷,神戸市灘区,2020/2/6,20,曇,乾燥
負傷,神戸市灘区,2020/2/8,18,晴,乾燥
負傷,神戸市灘区,2020/2/10,20,曇,湿潤
負傷,神戸市灘区,2020/2/11,7,晴,乾燥
負傷,神戸市灘区,2020/2/9,12,晴,乾燥
負傷,神戸市灘区,2020/2/11,13,晴,乾燥
負傷,神戸市灘区,2020/2/11,15,晴,乾燥
負傷,神戸市灘区,2020/2/11,16,晴,乾燥
負傷,神戸市灘区,2020/2/11,19,晴,乾燥
負傷,神戸市灘区,2020/2/14,8,晴,乾燥
負傷,神戸市灘区,2020/2/15,9,晴,乾燥
負傷,神戸市灘区,2020/2/15,22,晴,乾燥
負傷,神戸市灘区,2020/2/16,7,雨,湿潤
負傷,神戸市灘区,2020/2/16,16,雨,湿潤
負傷,神戸市灘区,2020/2/17,11,曇,乾燥
負傷,神戸市灘区,2020/2/17,22,晴,乾燥
負傷,神戸市灘区,2019/12/29,11,晴,乾燥
負傷,神戸市灘区,2020/2/16,18,雨,湿潤
負傷,神戸市灘区,2020/2/19,16,晴,乾燥
負傷,神戸市灘区,2020/2/20,14,晴,乾燥
負傷,神戸市灘区,2020/2/21,7,晴,乾燥
負傷,神戸市灘区,2020/2/22,9,雨,湿潤
負傷,神戸市灘区,2020/2/22,19,晴,乾燥
負傷,神戸市灘区,2020/2/18,21,晴,乾燥
負傷,神戸市灘区,2020/2/16,3,雨,湿潤
負傷,神戸市灘区,2020/2/26,0,雨,湿潤
負傷,神戸市灘区,2020/2/18,18,晴,乾燥
負傷,神戸市灘区,2020/2/27,10,曇,乾燥
負傷,神戸市灘区,2020/2/27,10,晴,乾燥
負傷,神戸市灘区,2020/2/27,11,曇,乾燥
負傷,神戸市灘区,2020/2/27,21,曇,乾燥
負傷,神戸市灘区,2020/2/28,8,晴,乾燥
負傷,神戸市灘区,2020/2/29,15,雨,湿潤
負傷,神戸市灘区,2020/2/29,17,雨,湿潤
負傷,神戸市灘区,2020/3/2,0,曇,乾燥
負傷,神戸市灘区,2020/2/28,9,晴,乾燥
負傷,神戸市灘区,2020/3/2,9,晴,乾燥
負傷,神戸市灘区,2020/1/10,18,晴,乾燥
負傷,神戸市灘区,2020/3/5,11,晴,乾燥
負傷,神戸市灘区,2020/3/6,11,晴,乾燥
負傷,神戸市灘区,2020/3/6,22,晴,乾燥
負傷,神戸市灘区,2020/3/7,10,晴,乾燥
負傷,神戸市灘区,2020/3/7,15,晴,乾燥
負傷,神戸市灘区,2020/3/12,12,晴,乾燥
負傷,神戸市灘区,2020/2/16,15,晴,乾燥
負傷,神戸市灘区,2020/3/16,23,晴,乾燥
負傷,神戸市灘区,2020/3/4,14,雨,湿潤
負傷,神戸市灘区,2020/3/17,10,晴,乾燥
負傷,神戸市灘区,2020/3/23,7,晴,乾燥
負傷,神戸市灘区,2020/3/24,10,晴,乾燥
負傷,神戸市灘区,2020/3/24,14,晴,乾燥
負傷,神戸市灘区,2020/3/24,15,晴,乾燥
負傷,神戸市灘区,2020/3/24,20,晴,乾燥
負傷,神戸市灘区,2020/3/23,9,晴,乾燥
負傷,神戸市灘区,2020/3/25,16,晴,乾燥
負傷,神戸市灘区,2020/3/26,12,晴,乾燥
負傷,神戸市灘区,2020/3/27,8,雨,湿潤
負傷,神戸市灘区,2020/3/28,0,雨,湿潤
死亡,神戸市灘区,2020/3/28,2,雨,湿潤
負傷,神戸市灘区,2020/3/6,8,晴,乾燥
負傷,神戸市灘区,2020/3/28,11,晴,乾燥
負傷,神戸市灘区,2020/3/29,8,曇,湿潤
負傷,神戸市灘区,2020/3/20,10,晴,乾燥
負傷,神戸市灘区,2020/3/29,12,晴,乾燥
負傷,神戸市灘区,2020/3/29,0,曇,湿潤
負傷,神戸市灘区,2020/4/1,8,曇,乾燥
負傷,神戸市灘区,2020/4/1,9,雨,湿潤
負傷,神戸市灘区,2020/4/1,15,雨,湿潤
負傷,神戸市灘区,2020/4/2,15,晴,乾燥
負傷,神戸市灘区,2020/4/3,11,晴,乾燥
負傷,神戸市灘区,2020/3/28,19,晴,乾燥
負傷,神戸市灘区,2020/3/24,8,晴,乾燥
負傷,神戸市灘区,2020/4/6,13,晴,乾燥
負傷,神戸市灘区,2020/4/6,18,晴,乾燥
負傷,神戸市灘区,2020/4/7,13,晴,乾燥
負傷,神戸市灘区,2020/4/7,16,晴,乾燥
負傷,神戸市灘区,2020/4/8,19,晴,乾燥
負傷,神戸市灘区,2020/4/9,11,晴,乾燥
負傷,神戸市灘区,2020/4/10,19,晴,乾燥
負傷,神戸市灘区,2020/4/1,20,雨,湿潤
負傷,神戸市灘区,2020/4/14,11,晴,乾燥
負傷,神戸市灘区,2020/4/14,14,晴,乾燥
負傷,神戸市灘区,2020/4/11,20,晴,乾燥
負傷,神戸市灘区,2020/4/22,14,晴,乾燥
負傷,神戸市灘区,2019/12/17,17,曇,乾燥
負傷,神戸市灘区,2020/4/24,11,晴,乾燥
負傷,神戸市灘区,2020/4/25,9,晴,乾燥
負傷,神戸市灘区,2020/4/26,17,晴,乾燥
負傷,神戸市灘区,2020/3/9,9,晴,乾燥
負傷,神戸市灘区,2020/4/28,13,晴,乾燥
負傷,神戸市灘区,2020/4/28,12,晴,乾燥
負傷,神戸市灘区,2020/4/29,15,晴,乾燥
負傷,神戸市灘区,2020/5/4,12,晴,乾燥
負傷,神戸市灘区,2020/5/5,13,晴,乾燥
負傷,神戸市灘区,2020/5/7,14,晴,乾燥
負傷,神戸市灘区,2020/5/7,17,晴,乾燥
負傷,神戸市灘区,2020/5/8,7,晴,乾燥
負傷,神戸市灘区,2020/5/5,13,晴,乾燥
負傷,神戸市灘区,2020/5/8,10,晴,乾燥
負傷,神戸市灘区,2020/5/8,17,晴,乾燥
負傷,神戸市灘区,2020/5/8,20,晴,乾燥
負傷,神戸市灘区,2020/5/13,13,晴,乾燥
負傷,神戸市灘区,2020/5/13,18,晴,乾燥
負傷,神戸市灘区,2020/5/14,13,晴,乾燥
負傷,神戸市灘区,2020/5/18,15,晴,湿潤
負傷,神戸市灘区,2020/5/11,16,晴,乾燥
負傷,神戸市灘区,2020/5/21,17,晴,乾燥
負傷,神戸市灘区,2020/5/22,7,晴,乾燥
負傷,神戸市灘区,2020/5/22,9,晴,乾燥
負傷,神戸市灘区,2020/5/22,14,晴,乾燥
負傷,神戸市灘区,2020/5/22,10,晴,乾燥
負傷,神戸市灘区,2020/5/29,17,晴,乾燥
負傷,神戸市灘区,2020/5/31,16,曇,乾燥
負傷,神戸市灘区,2020/6/1,7,曇,乾燥
負傷,神戸市灘区,2020/6/1,9,晴,乾燥
負傷,神戸市灘区,2020/6/3,8,晴,乾燥
負傷,神戸市灘区,2020/6/8,15,晴,乾燥
負傷,神戸市灘区,2020/6/9,10,晴,乾燥
負傷,神戸市灘区,2020/6/9,17,晴,乾燥
負傷,神戸市灘区,2020/6/1,8,晴,乾燥
負傷,神戸市灘区,2020/6/13,7,曇,湿潤
負傷,神戸市灘区,2020/6/13,21,雨,湿潤
負傷,神戸市灘区,2020/6/15,11,晴,乾燥
負傷,神戸市灘区,2020/6/16,16,晴,乾燥
負傷,神戸市灘区,2020/6/16,16,晴,乾燥
負傷,神戸市灘区,2020/6/17,7,晴,乾燥
負傷,神戸市灘区,2020/6/18,16,雨,湿潤
負傷,神戸市灘区,2020/6/18,18,雨,湿潤
負傷,神戸市灘区,2020/6/19,8,曇,湿潤
負傷,神戸市灘区,2020/6/19,14,曇,乾燥
負傷,神戸市灘区,2020/6/19,16,曇,乾燥
負傷,神戸市灘区,2020/6/19,19,曇,乾燥
負傷,神戸市灘区,2020/6/19,21,曇,乾燥
負傷,神戸市灘区,2020/6/22,13,晴,乾燥
負傷,神戸市灘区,2020/6/19,21,晴,乾燥
負傷,神戸市灘区,2020/6/23,19,晴,乾燥
負傷,神戸市灘区,2020/5/27,15,曇,乾燥
負傷,神戸市灘区,2020/6/19,18,曇,乾燥
負傷,神戸市灘区,2020/6/26,11,曇,乾燥
負傷,神戸市灘区,2020/6/26,11,曇,乾燥
負傷,神戸市灘区,2020/6/26,16,曇,乾燥
負傷,神戸市灘区,2020/6/27,7,晴,乾燥
負傷,神戸市灘区,2020/6/29,20,晴,乾燥
負傷,神戸市灘区,2020/7/2,7,晴,乾燥
負傷,神戸市灘区,2020/6/29,0,晴,乾燥
負傷,神戸市灘区,2020/7/2,16,晴,乾燥
負傷,神戸市灘区,2020/7/2,19,曇,乾燥
負傷,神戸市灘区,2020/6/27,15,晴,乾燥
