accident,where,date,time,weather,state
負傷,神戸市垂水区,2020/3/14,15,雨,湿潤
負傷,神戸市西区,2020/3/14,9,雨,湿潤
負傷,神戸市西区,2020/3/14,13,雨,湿潤
負傷,神戸市西区,2020/3/14,15,雨,湿潤
負傷,神戸市中央区,2020/3/15,7,晴,乾燥
負傷,神戸市東灘区,2020/3/15,15,晴,乾燥
負傷,神戸市兵庫区,2020/3/15,17,晴,乾燥
負傷,神戸市北区,2020/3/15,12,晴,乾燥
負傷,神戸市北区,2020/3/15,19,晴,乾燥
負傷,神戸市長田区,2020/3/15,2,晴,乾燥
負傷,神戸市須磨区,2020/3/15,10,晴,乾燥
負傷,神戸市垂水区,2020/3/15,17,雨,乾燥
負傷,神戸市垂水区,2020/3/15,22,雨,湿潤
負傷,神戸市西区,2020/3/15,8,晴,乾燥
負傷,神戸市中央区,2020/3/16,12,晴,乾燥
負傷,神戸市中央区,2020/3/16,9,雨,湿潤
負傷,神戸市東灘区,2020/3/16,15,曇,乾燥
負傷,神戸市灘区,2020/3/16,23,晴,乾燥
負傷,神戸市兵庫区,2020/3/16,10,曇,湿潤
負傷,神戸市北区,2020/3/16,13,曇,湿潤
負傷,神戸市北区,2020/3/16,8,雪,乾燥
負傷,神戸市北区,2020/3/16,10,雪,湿潤
負傷,神戸市長田区,2020/3/16,17,晴,乾燥
負傷,神戸市須磨区,2020/3/16,8,曇,乾燥
負傷,神戸市垂水区,2020/3/16,18,晴,乾燥
負傷,神戸市西区,2020/3/16,8,晴,乾燥
負傷,神戸市西区,2020/3/16,19,晴,乾燥
負傷,神戸市西区,2020/3/16,7,曇,乾燥
負傷,神戸市中央区,2020/3/17,17,晴,乾燥
負傷,神戸市東灘区,2020/3/17,14,晴,乾燥
負傷,神戸市灘区,2020/3/17,10,晴,乾燥
負傷,神戸市兵庫区,2020/3/17,9,晴,乾燥
負傷,神戸市兵庫区,2020/3/17,18,晴,乾燥
負傷,神戸市長田区,2020/3/17,1,晴,乾燥
負傷,神戸市長田区,2020/3/17,18,晴,乾燥
負傷,神戸市垂水区,2020/3/17,11,晴,乾燥
負傷,神戸市垂水区,2020/3/17,18,晴,乾燥
負傷,神戸市西区,2020/3/17,11,晴,乾燥
負傷,神戸市西区,2020/3/17,19,晴,乾燥
負傷,神戸市中央区,2020/3/18,10,晴,乾燥
負傷,神戸市中央区,2020/3/18,7,晴,乾燥
負傷,神戸市東灘区,2020/3/18,9,晴,乾燥
負傷,神戸市東灘区,2020/3/18,13,晴,乾燥
負傷,神戸市東灘区,2020/3/18,11,晴,乾燥
負傷,神戸市北区,2020/3/18,7,晴,乾燥
負傷,神戸市長田区,2020/3/18,21,晴,乾燥
負傷,神戸市須磨区,2020/3/18,0,晴,乾燥
負傷,神戸市須磨区,2020/3/18,17,晴,乾燥
負傷,神戸市垂水区,2020/3/18,17,晴,乾燥
負傷,神戸市垂水区,2020/3/18,17,晴,乾燥
負傷,神戸市西区,2020/3/18,18,晴,乾燥
負傷,神戸市西区,2020/3/18,19,晴,乾燥
負傷,神戸市須磨区,2020/3/19,9,晴,乾燥
負傷,神戸市須磨区,2020/3/19,11,晴,乾燥
負傷,神戸市須磨区,2020/3/19,11,晴,乾燥
負傷,神戸市垂水区,2020/3/19,18,晴,乾燥
負傷,神戸市垂水区,2020/3/19,8,晴,乾燥
負傷,神戸市垂水区,2020/3/19,13,晴,乾燥
負傷,神戸市垂水区,2020/3/19,15,晴,乾燥
負傷,神戸市西区,2020/3/19,7,晴,乾燥
負傷,神戸市東灘区,2020/3/20,16,晴,乾燥
負傷,神戸市灘区,2020/3/20,10,晴,乾燥
負傷,神戸市長田区,2020/3/20,19,晴,乾燥
負傷,神戸市須磨区,2020/3/20,12,晴,乾燥
負傷,神戸市垂水区,2020/3/20,16,晴,乾燥
負傷,神戸市西区,2020/3/20,12,晴,乾燥
負傷,神戸市中央区,2020/3/21,17,晴,乾燥
負傷,神戸市東灘区,2020/3/21,13,晴,乾燥
負傷,神戸市兵庫区,2020/3/21,11,晴,乾燥
負傷,神戸市兵庫区,2020/3/21,22,晴,乾燥
負傷,神戸市兵庫区,2020/3/21,15,晴,乾燥
負傷,神戸市北区,2020/3/21,12,晴,乾燥
負傷,神戸市北区,2020/3/21,8,晴,乾燥
負傷,神戸市須磨区,2020/3/21,13,晴,乾燥
負傷,神戸市垂水区,2020/3/21,11,晴,乾燥
負傷,神戸市西区,2020/3/21,10,晴,乾燥
負傷,神戸市西区,2020/3/21,14,晴,乾燥
負傷,神戸市西区,2020/3/21,17,晴,乾燥
負傷,神戸市西区,2020/3/21,14,晴,乾燥
負傷,神戸市西区,2020/3/21,18,晴,乾燥
負傷,神戸市中央区,2020/3/22,13,曇,乾燥
負傷,神戸市中央区,2020/3/22,16,晴,乾燥
負傷,神戸市中央区,2020/3/22,9,晴,乾燥
負傷,神戸市中央区,2020/3/22,20,曇,乾燥
負傷,神戸市東灘区,2020/3/22,0,晴,乾燥
負傷,神戸市東灘区,2020/3/22,16,晴,乾燥
負傷,神戸市兵庫区,2020/3/22,10,晴,乾燥
負傷,神戸市兵庫区,2020/3/22,16,晴,乾燥
負傷,神戸市長田区,2020/3/22,19,晴,乾燥
負傷,神戸市垂水区,2020/3/22,8,晴,乾燥
負傷,神戸市垂水区,2020/3/22,19,曇,乾燥
負傷,神戸市西区,2020/3/22,11,晴,乾燥
負傷,神戸市中央区,2020/3/23,15,晴,乾燥
負傷,神戸市中央区,2020/3/23,7,晴,乾燥
負傷,神戸市中央区,2020/3/23,13,晴,乾燥
負傷,神戸市東灘区,2020/3/23,8,晴,乾燥
負傷,神戸市東灘区,2020/3/23,13,晴,乾燥
負傷,神戸市灘区,2020/3/23,17,晴,乾燥
負傷,神戸市灘区,2020/3/23,7,晴,乾燥
負傷,神戸市灘区,2020/3/23,9,晴,乾燥
負傷,神戸市兵庫区,2020/3/23,15,晴,乾燥
負傷,神戸市北区,2020/3/23,10,晴,乾燥
負傷,神戸市長田区,2020/3/23,10,晴,乾燥
負傷,神戸市須磨区,2020/3/23,10,晴,乾燥
負傷,神戸市須磨区,2020/3/23,10,晴,乾燥
負傷,神戸市須磨区,2020/3/23,15,晴,乾燥
負傷,神戸市垂水区,2020/3/23,16,晴,乾燥
負傷,神戸市垂水区,2020/3/23,9,晴,乾燥
負傷,神戸市垂水区,2020/3/23,12,晴,乾燥
負傷,神戸市垂水区,2020/3/23,13,晴,乾燥
負傷,神戸市西区,2020/3/23,21,晴,乾燥
負傷,神戸市西区,2020/3/23,19,晴,乾燥
負傷,神戸市中央区,2020/3/24,8,晴,乾燥
負傷,神戸市中央区,2020/3/24,1,晴,乾燥
負傷,神戸市東灘区,2020/3/24,11,晴,乾燥
負傷,神戸市東灘区,2020/3/24,12,晴,乾燥
負傷,神戸市東灘区,2020/3/24,8,晴,乾燥
負傷,神戸市東灘区,2020/3/24,18,晴,乾燥
負傷,神戸市灘区,2020/3/24,10,晴,乾燥
負傷,神戸市灘区,2020/3/24,14,晴,乾燥
負傷,神戸市灘区,2020/3/24,15,晴,乾燥
負傷,神戸市灘区,2020/3/24,20,晴,乾燥
負傷,神戸市灘区,2020/3/24,8,晴,乾燥
負傷,神戸市北区,2020/3/24,16,晴,乾燥
負傷,神戸市西区,2020/3/24,16,晴,乾燥
負傷,神戸市西区,2020/3/24,20,晴,乾燥
負傷,神戸市西区,2020/3/24,15,晴,乾燥
負傷,神戸市西区,2020/3/24,22,晴,乾燥
負傷,神戸市西区,2020/3/24,17,晴,乾燥
負傷,神戸市中央区,2020/3/25,14,晴,乾燥
負傷,神戸市中央区,2020/3/25,9,晴,乾燥
負傷,神戸市東灘区,2020/3/25,10,晴,乾燥
負傷,神戸市東灘区,2020/3/25,17,晴,乾燥
負傷,神戸市東灘区,2020/3/25,14,晴,乾燥
負傷,神戸市東灘区,2020/3/25,8,晴,乾燥
負傷,神戸市灘区,2020/3/25,16,晴,乾燥
負傷,神戸市兵庫区,2020/3/25,17,晴,乾燥
負傷,神戸市兵庫区,2020/3/25,17,晴,乾燥
負傷,神戸市北区,2020/3/25,9,晴,乾燥
負傷,神戸市北区,2020/3/25,19,晴,乾燥
負傷,神戸市北区,2020/3/25,16,晴,乾燥
負傷,神戸市北区,2020/3/25,7,晴,乾燥
負傷,神戸市長田区,2020/3/25,14,晴,乾燥
負傷,神戸市須磨区,2020/3/25,11,晴,乾燥
負傷,神戸市須磨区,2020/3/25,22,晴,乾燥
負傷,神戸市垂水区,2020/3/25,7,晴,乾燥
負傷,神戸市垂水区,2020/3/25,20,晴,乾燥
負傷,神戸市西区,2020/3/25,8,晴,乾燥
負傷,神戸市西区,2020/3/25,16,晴,乾燥
負傷,神戸市西区,2020/3/25,17,晴,乾燥
負傷,神戸市中央区,2020/3/26,7,晴,乾燥
負傷,神戸市中央区,2020/3/26,14,晴,乾燥
負傷,神戸市中央区,2020/3/26,23,晴,乾燥
負傷,神戸市中央区,2020/3/26,7,晴,乾燥
負傷,神戸市東灘区,2020/3/26,14,晴,乾燥
負傷,神戸市灘区,2020/3/26,12,晴,乾燥
負傷,神戸市兵庫区,2020/3/26,10,晴,乾燥
負傷,神戸市北区,2020/3/26,10,晴,乾燥
負傷,神戸市須磨区,2020/3/26,16,晴,乾燥
負傷,神戸市須磨区,2020/3/26,17,晴,乾燥
負傷,神戸市須磨区,2020/3/26,11,晴,乾燥
負傷,神戸市垂水区,2020/3/26,14,曇,乾燥
負傷,神戸市垂水区,2020/3/26,9,晴,乾燥
負傷,神戸市西区,2020/3/26,7,晴,乾燥
負傷,神戸市西区,2020/3/26,18,晴,乾燥
負傷,神戸市西区,2020/3/26,14,晴,乾燥
負傷,神戸市中央区,2020/3/27,8,雨,湿潤
負傷,神戸市中央区,2020/3/27,16,雨,湿潤
負傷,神戸市中央区,2020/3/27,9,雨,湿潤
負傷,神戸市中央区,2020/3/27,16,雨,湿潤
負傷,神戸市東灘区,2020/3/27,9,雨,湿潤
負傷,神戸市東灘区,2020/3/27,15,雨,湿潤
負傷,神戸市東灘区,2020/3/27,19,雨,湿潤
負傷,神戸市東灘区,2020/3/27,8,雨,湿潤
負傷,神戸市灘区,2020/3/27,8,雨,湿潤
負傷,神戸市兵庫区,2020/3/27,8,雨,湿潤
負傷,神戸市兵庫区,2020/3/27,8,雨,湿潤
負傷,神戸市兵庫区,2020/3/27,19,雨,湿潤
負傷,神戸市兵庫区,2020/3/27,21,雨,湿潤
負傷,神戸市北区,2020/3/27,11,雨,湿潤
負傷,神戸市北区,2020/3/27,17,雨,湿潤
負傷,神戸市長田区,2020/3/27,18,雨,湿潤
負傷,神戸市長田区,2020/3/27,1,雨,凍結 
負傷,神戸市長田区,2020/3/27,13,曇,湿潤
負傷,神戸市長田区,2020/3/27,19,曇,湿潤
負傷,神戸市須磨区,2020/3/27,17,雨,湿潤
負傷,神戸市須磨区,2020/3/27,8,雨,湿潤
負傷,神戸市須磨区,2020/3/27,10,雨,湿潤
負傷,神戸市須磨区,2020/3/27,13,曇,湿潤
負傷,神戸市西区,2020/3/27,13,曇,湿潤
負傷,神戸市西区,2020/3/27,20,曇,湿潤
負傷,神戸市西区,2020/3/27,22,曇,湿潤
負傷,神戸市中央区,2020/3/28,6,曇,湿潤
負傷,神戸市東灘区,2020/3/28,16,雨,湿潤
負傷,神戸市灘区,2020/3/28,0,雨,湿潤
死亡,神戸市灘区,2020/3/28,2,雨,湿潤
負傷,神戸市灘区,2020/3/28,11,晴,乾燥
負傷,神戸市灘区,2020/3/28,19,晴,乾燥
負傷,神戸市兵庫区,2020/3/28,17,雨,湿潤
負傷,神戸市長田区,2020/3/28,15,雨,湿潤
負傷,神戸市長田区,2020/3/28,19,雨,湿潤
負傷,神戸市須磨区,2020/3/28,7,曇,乾燥
負傷,神戸市須磨区,2020/3/28,11,曇,乾燥
負傷,神戸市西区,2020/3/28,20,雨,湿潤
負傷,神戸市西区,2020/3/28,16,雨,湿潤
負傷,神戸市中央区,2020/3/29,5,晴,湿潤
負傷,神戸市中央区,2020/3/29,14,晴,乾燥
負傷,神戸市中央区,2020/3/29,15,晴,乾燥
負傷,神戸市中央区,2020/3/29,8,晴,乾燥
負傷,神戸市中央区,2020/3/29,19,晴,乾燥
死亡,神戸市中央区,2020/3/29,11,晴,乾燥
負傷,神戸市東灘区,2020/3/29,12,晴,乾燥
負傷,神戸市灘区,2020/3/29,8,曇,湿潤
負傷,神戸市灘区,2020/3/29,12,晴,乾燥
負傷,神戸市灘区,2020/3/29,0,曇,湿潤
負傷,神戸市兵庫区,2020/3/29,10,晴,乾燥
負傷,神戸市北区,2020/3/29,11,曇,乾燥
負傷,神戸市西区,2020/3/29,13,晴,乾燥
負傷,神戸市西区,2020/3/29,12,晴,乾燥
負傷,神戸市西区,2020/3/29,17,晴,乾燥
負傷,神戸市中央区,2020/3/30,10,晴,乾燥
負傷,神戸市兵庫区,2020/3/30,14,晴,乾燥
負傷,神戸市北区,2020/3/30,11,曇,乾燥
負傷,神戸市須磨区,2020/3/30,18,曇,乾燥
負傷,神戸市須磨区,2020/3/30,0,晴,乾燥
負傷,神戸市垂水区,2020/3/30,8,晴,乾燥
負傷,神戸市中央区,2020/3/31,21,晴,乾燥
負傷,神戸市中央区,2020/3/31,16,曇,乾燥
負傷,神戸市東灘区,2020/3/31,15,曇,乾燥
負傷,神戸市東灘区,2020/3/31,6,晴,乾燥
負傷,神戸市東灘区,2020/3/31,12,晴,乾燥
負傷,神戸市東灘区,2020/3/31,18,曇,乾燥
負傷,神戸市兵庫区,2020/3/31,17,曇,乾燥
負傷,神戸市北区,2020/3/31,14,晴,乾燥
負傷,神戸市北区,2020/3/31,21,雨,湿潤
負傷,神戸市北区,2020/3/31,17,曇,乾燥
負傷,神戸市北区,2020/3/31,13,曇,乾燥
負傷,神戸市長田区,2020/3/31,7,曇,乾燥
負傷,神戸市中央区,2020/4/1,18,雨,湿潤
負傷,神戸市中央区,2020/4/1,23,曇,乾燥
負傷,神戸市中央区,2020/4/1,14,雨,湿潤
負傷,神戸市中央区,2020/4/1,15,雨,湿潤
負傷,神戸市中央区,2020/4/1,8,晴,乾燥
負傷,神戸市東灘区,2020/4/1,4,曇,湿潤
負傷,神戸市東灘区,2020/4/1,10,雨,湿潤
負傷,神戸市東灘区,2020/4/1,19,雨,湿潤
負傷,神戸市灘区,2020/4/1,8,曇,乾燥
負傷,神戸市灘区,2020/4/1,9,雨,湿潤
負傷,神戸市灘区,2020/4/1,15,雨,湿潤
負傷,神戸市灘区,2020/4/1,20,雨,湿潤
負傷,神戸市兵庫区,2020/4/1,16,雨,湿潤
負傷,神戸市北区,2020/4/1,13,雨,湿潤
負傷,神戸市北区,2020/4/1,13,雨,湿潤
負傷,神戸市北区,2020/4/1,18,雨,湿潤
負傷,神戸市長田区,2020/4/1,12,雨,湿潤
負傷,神戸市長田区,2020/4/1,14,雨,湿潤
負傷,神戸市垂水区,2020/4/1,8,雨,湿潤
負傷,神戸市垂水区,2020/4/1,13,雨,湿潤
負傷,神戸市垂水区,2020/4/1,21,曇,湿潤
負傷,神戸市西区,2020/4/1,9,雨,湿潤
負傷,神戸市西区,2020/4/1,7,雨,湿潤
負傷,神戸市西区,2020/4/1,17,雨,湿潤
負傷,神戸市東灘区,2020/4/2,11,曇,乾燥
負傷,神戸市東灘区,2020/4/2,17,晴,乾燥
負傷,神戸市灘区,2020/4/2,15,晴,乾燥
負傷,神戸市兵庫区,2020/4/2,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/2,19,晴,乾燥
負傷,神戸市北区,2020/4/2,20,晴,乾燥
負傷,神戸市長田区,2020/4/2,11,曇,乾燥
負傷,神戸市長田区,2020/4/2,13,曇,乾燥
負傷,神戸市垂水区,2020/4/2,12,晴,乾燥
負傷,神戸市西区,2020/4/2,7,曇,乾燥
負傷,神戸市西区,2020/4/2,11,曇,乾燥
負傷,神戸市西区,2020/4/2,15,晴,乾燥
負傷,神戸市中央区,2020/4/3,8,晴,乾燥
負傷,神戸市東灘区,2020/4/3,7,雨,湿潤
負傷,神戸市東灘区,2020/4/3,17,晴,乾燥
負傷,神戸市灘区,2020/4/3,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/3,7,晴,乾燥
負傷,神戸市北区,2020/4/3,8,晴,乾燥
負傷,神戸市長田区,2020/4/3,17,晴,乾燥
負傷,神戸市西区,2020/4/3,8,晴,乾燥
死亡,神戸市西区,2020/4/3,19,晴,乾燥
負傷,神戸市西区,2020/4/3,19,晴,乾燥
負傷,神戸市西区,2020/4/3,19,晴,乾燥
負傷,神戸市東灘区,2020/4/4,15,晴,乾燥
負傷,神戸市東灘区,2020/4/4,18,晴,乾燥
負傷,神戸市東灘区,2020/4/4,10,晴,乾燥
負傷,神戸市垂水区,2020/4/4,12,晴,乾燥
負傷,神戸市垂水区,2020/4/4,14,晴,乾燥
負傷,神戸市垂水区,2020/4/4,17,晴,乾燥
負傷,神戸市西区,2020/4/4,1,晴,乾燥
負傷,神戸市中央区,2020/4/5,8,晴,乾燥
負傷,神戸市東灘区,2020/4/5,13,晴,乾燥
負傷,神戸市長田区,2020/4/5,14,晴,乾燥
負傷,神戸市須磨区,2020/4/5,19,晴,乾燥
負傷,神戸市垂水区,2020/4/5,8,晴,乾燥
負傷,神戸市東灘区,2020/4/6,8,晴,乾燥
負傷,神戸市東灘区,2020/4/6,11,晴,乾燥
負傷,神戸市東灘区,2020/4/6,16,晴,乾燥
負傷,神戸市東灘区,2020/4/6,18,晴,乾燥
負傷,神戸市灘区,2020/4/6,13,晴,乾燥
負傷,神戸市灘区,2020/4/6,18,晴,乾燥
負傷,神戸市兵庫区,2020/4/6,9,晴,乾燥
負傷,神戸市兵庫区,2020/4/6,8,晴,乾燥
負傷,神戸市兵庫区,2020/4/6,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/6,8,晴,乾燥
負傷,神戸市北区,2020/4/6,8,晴,乾燥
負傷,神戸市長田区,2020/4/6,16,晴,乾燥
負傷,神戸市長田区,2020/4/6,19,晴,乾燥
負傷,神戸市須磨区,2020/4/6,20,晴,乾燥
負傷,神戸市垂水区,2020/4/6,15,晴,乾燥
負傷,神戸市西区,2020/4/6,7,晴,乾燥
負傷,神戸市西区,2020/4/6,7,晴,乾燥
負傷,神戸市西区,2020/4/6,18,晴,乾燥
負傷,神戸市東灘区,2020/4/7,3,晴,乾燥
負傷,神戸市東灘区,2020/4/7,14,晴,乾燥
負傷,神戸市東灘区,2020/4/7,17,晴,乾燥
負傷,神戸市灘区,2020/4/7,13,晴,乾燥
負傷,神戸市灘区,2020/4/7,16,晴,乾燥
負傷,神戸市兵庫区,2020/4/7,9,晴,乾燥
負傷,神戸市北区,2020/4/7,18,晴,乾燥
負傷,神戸市長田区,2020/4/7,9,晴,乾燥
負傷,神戸市垂水区,2020/4/7,8,晴,乾燥
負傷,神戸市西区,2020/4/7,16,晴,乾燥
負傷,神戸市西区,2020/4/7,17,晴,乾燥
負傷,神戸市中央区,2020/4/8,9,晴,乾燥
負傷,神戸市中央区,2020/4/8,9,晴,乾燥
負傷,神戸市東灘区,2020/4/8,8,晴,乾燥
負傷,神戸市灘区,2020/4/8,19,晴,乾燥
負傷,神戸市北区,2020/4/8,10,晴,乾燥
負傷,神戸市須磨区,2020/4/8,8,晴,乾燥
負傷,神戸市須磨区,2020/4/8,21,晴,乾燥
負傷,神戸市垂水区,2020/4/8,9,晴,乾燥
負傷,神戸市垂水区,2020/4/8,18,晴,乾燥
負傷,神戸市西区,2020/4/8,7,晴,乾燥
負傷,神戸市西区,2020/4/8,13,晴,乾燥
負傷,神戸市西区,2020/4/8,17,晴,乾燥
負傷,神戸市西区,2020/4/8,18,晴,乾燥
負傷,神戸市西区,2020/4/8,7,晴,乾燥
負傷,神戸市中央区,2020/4/9,14,晴,乾燥
負傷,神戸市灘区,2020/4/9,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/9,6,晴,乾燥
負傷,神戸市長田区,2020/4/9,14,晴,乾燥
負傷,神戸市西区,2020/4/9,12,晴,乾燥
負傷,神戸市西区,2020/4/9,17,晴,乾燥
負傷,神戸市中央区,2020/4/10,21,晴,乾燥
負傷,神戸市中央区,2020/4/10,7,晴,乾燥
負傷,神戸市中央区,2020/4/10,7,晴,乾燥
負傷,神戸市東灘区,2020/4/10,5,晴,乾燥
負傷,神戸市東灘区,2020/4/10,23,晴,乾燥
負傷,神戸市東灘区,2020/4/10,10,晴,乾燥
負傷,神戸市灘区,2020/4/10,19,晴,乾燥
負傷,神戸市兵庫区,2020/4/10,6,晴,乾燥
負傷,神戸市兵庫区,2020/4/10,16,晴,乾燥
負傷,神戸市須磨区,2020/4/10,0,晴,乾燥
負傷,神戸市須磨区,2020/4/10,9,晴,乾燥
負傷,神戸市垂水区,2020/4/10,12,晴,乾燥
負傷,神戸市西区,2020/4/10,8,晴,乾燥
負傷,神戸市灘区,2020/4/11,20,晴,乾燥
負傷,神戸市兵庫区,2020/4/11,9,晴,乾燥
負傷,神戸市兵庫区,2020/4/11,12,晴,乾燥
負傷,神戸市北区,2020/4/11,8,晴,乾燥
負傷,神戸市垂水区,2020/4/11,11,晴,乾燥
負傷,神戸市西区,2020/4/11,13,晴,乾燥
負傷,神戸市西区,2020/4/11,12,晴,乾燥
負傷,神戸市西区,2020/4/11,16,晴,乾燥
負傷,神戸市中央区,2020/4/12,18,雨,湿潤
負傷,神戸市東灘区,2020/4/12,11,雨,湿潤
負傷,神戸市須磨区,2020/4/12,13,雨,湿潤
負傷,神戸市中央区,2020/4/13,8,雨,湿潤
負傷,神戸市中央区,2020/4/13,12,雨,湿潤
負傷,神戸市中央区,2020/4/13,18,雨,湿潤
負傷,神戸市東灘区,2020/4/13,8,雨,湿潤
負傷,神戸市東灘区,2020/4/13,13,曇,乾燥
負傷,神戸市垂水区,2020/4/13,17,雨,湿潤
負傷,神戸市垂水区,2020/4/13,16,雨,湿潤
負傷,神戸市垂水区,2020/4/13,20,曇,乾燥
負傷,神戸市垂水区,2020/4/13,17,雨,湿潤
死亡,神戸市西区,2020/4/13,18,雨,湿潤
負傷,神戸市西区,2020/4/13,8,雨,湿潤
負傷,神戸市西区,2020/4/13,18,雨,湿潤
負傷,神戸市西区,2020/4/13,19,雨,湿潤
負傷,神戸市東灘区,2020/4/14,6,晴,乾燥
負傷,神戸市東灘区,2020/4/14,8,晴,乾燥
負傷,神戸市東灘区,2020/4/14,10,晴,乾燥
負傷,神戸市東灘区,2020/4/14,11,晴,乾燥
負傷,神戸市灘区,2020/4/14,11,晴,乾燥
負傷,神戸市灘区,2020/4/14,14,晴,乾燥
負傷,神戸市兵庫区,2020/4/14,9,晴,乾燥
負傷,神戸市北区,2020/4/14,12,晴,乾燥
負傷,神戸市須磨区,2020/4/14,15,晴,乾燥
負傷,神戸市須磨区,2020/4/14,15,晴,乾燥
負傷,神戸市垂水区,2020/4/14,18,晴,乾燥
負傷,神戸市西区,2020/4/14,8,晴,乾燥
負傷,神戸市西区,2020/4/14,14,晴,乾燥
負傷,神戸市東灘区,2020/4/15,8,晴,乾燥
負傷,神戸市兵庫区,2020/4/15,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/15,12,晴,乾燥
負傷,神戸市兵庫区,2020/4/15,14,晴,乾燥
負傷,神戸市北区,2020/4/15,17,晴,乾燥
負傷,神戸市須磨区,2020/4/15,15,晴,乾燥
負傷,神戸市垂水区,2020/4/15,9,晴,乾燥
負傷,神戸市垂水区,2020/4/15,12,晴,乾燥
負傷,神戸市中央区,2020/4/16,11,晴,乾燥
負傷,神戸市中央区,2020/4/16,6,晴,乾燥
負傷,神戸市中央区,2020/4/16,17,晴,乾燥
負傷,神戸市東灘区,2020/4/16,15,晴,乾燥
負傷,神戸市兵庫区,2020/4/16,8,晴,乾燥
負傷,神戸市北区,2020/4/16,14,晴,乾燥
負傷,神戸市長田区,2020/4/16,13,晴,乾燥
負傷,神戸市須磨区,2020/4/16,10,晴,乾燥
負傷,神戸市須磨区,2020/4/16,19,晴,乾燥
負傷,神戸市垂水区,2020/4/16,13,晴,乾燥
負傷,神戸市東灘区,2020/4/17,9,晴,乾燥
負傷,神戸市兵庫区,2020/4/17,18,晴,乾燥
負傷,神戸市長田区,2020/4/17,18,曇,乾燥
負傷,神戸市須磨区,2020/4/17,8,晴,乾燥
負傷,神戸市垂水区,2020/4/17,3,晴,乾燥
負傷,神戸市西区,2020/4/17,9,晴,乾燥
負傷,神戸市中央区,2020/4/18,18,晴,乾燥
負傷,神戸市兵庫区,2020/4/18,7,雨,湿潤
負傷,神戸市兵庫区,2020/4/18,8,雨,湿潤
負傷,神戸市長田区,2020/4/18,11,雨,湿潤
負傷,神戸市須磨区,2020/4/18,18,晴,乾燥
負傷,神戸市垂水区,2020/4/18,17,晴,乾燥
負傷,神戸市西区,2020/4/18,11,雨,湿潤
負傷,神戸市中央区,2020/4/19,7,曇,乾燥
負傷,神戸市中央区,2020/4/19,18,曇,乾燥
負傷,神戸市兵庫区,2020/4/19,6,晴,乾燥
負傷,神戸市北区,2020/4/19,14,曇,乾燥
負傷,神戸市長田区,2020/4/19,11,晴,乾燥
負傷,神戸市垂水区,2020/4/19,11,晴,乾燥
負傷,神戸市西区,2020/4/19,15,晴,乾燥
負傷,神戸市東灘区,2020/4/20,6,雨,湿潤
負傷,神戸市東灘区,2020/4/20,17,晴,乾燥
負傷,神戸市東灘区,2020/4/20,18,晴,乾燥
負傷,神戸市兵庫区,2020/4/20,8,雨,湿潤
負傷,神戸市兵庫区,2020/4/20,10,曇,湿潤
負傷,神戸市兵庫区,2020/4/20,12,曇,乾燥
負傷,神戸市垂水区,2020/4/20,14,晴,乾燥
負傷,神戸市垂水区,2020/4/20,18,晴,乾燥
負傷,神戸市西区,2020/4/20,5,曇,乾燥
負傷,神戸市西区,2020/4/20,9,曇,乾燥
負傷,神戸市西区,2020/4/20,10,曇,乾燥
死亡,神戸市東灘区,2020/4/21,9,曇,乾燥
負傷,神戸市兵庫区,2020/4/21,21,晴,乾燥
負傷,神戸市北区,2020/4/21,8,晴,乾燥
負傷,神戸市長田区,2020/4/21,8,曇,乾燥
負傷,神戸市須磨区,2020/4/21,18,晴,乾燥
負傷,神戸市須磨区,2020/4/21,7,晴,乾燥
負傷,神戸市須磨区,2020/4/21,17,晴,乾燥
負傷,神戸市垂水区,2020/4/21,7,晴,乾燥
負傷,神戸市中央区,2020/4/22,12,曇,乾燥
負傷,神戸市中央区,2020/4/22,9,晴,乾燥
負傷,神戸市東灘区,2020/4/22,12,晴,乾燥
負傷,神戸市灘区,2020/4/22,14,晴,乾燥
負傷,神戸市北区,2020/4/22,18,晴,乾燥
負傷,神戸市西区,2020/4/22,17,晴,乾燥
負傷,神戸市東灘区,2020/4/23,13,晴,乾燥
負傷,神戸市兵庫区,2020/4/23,8,晴,乾燥
負傷,神戸市北区,2020/4/23,17,晴,乾燥
負傷,神戸市長田区,2020/4/23,19,晴,乾燥
負傷,神戸市西区,2020/4/23,8,晴,乾燥
負傷,神戸市中央区,2020/4/24,4,晴,乾燥
負傷,神戸市灘区,2020/4/24,11,晴,乾燥
負傷,神戸市兵庫区,2020/4/24,14,晴,乾燥
負傷,神戸市北区,2020/4/24,19,晴,乾燥
負傷,神戸市長田区,2020/4/24,17,晴,乾燥
負傷,神戸市垂水区,2020/4/24,10,晴,乾燥
負傷,神戸市垂水区,2020/4/24,21,晴,乾燥
負傷,神戸市東灘区,2020/4/25,17,晴,乾燥
負傷,神戸市東灘区,2020/4/25,19,晴,乾燥
負傷,神戸市灘区,2020/4/25,9,晴,乾燥
負傷,神戸市兵庫区,2020/4/25,16,晴,乾燥
負傷,神戸市須磨区,2020/4/25,11,晴,乾燥
負傷,神戸市須磨区,2020/4/25,12,晴,乾燥
