accident,where,time,whether,state,date,
負傷,神戸市西区,17,雨,湿潤,2017/4/6,2017-04-06
負傷,神戸市西区,20,雨,湿潤,2017/4/6,2017-04-06
負傷,神戸市東灘区,8,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市東灘区,12,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市東灘区,16,雨,湿潤,2017/4/7,2017-04-07
負傷,神戸市兵庫区,16,雨,湿潤,2017/4/7,2017-04-07
負傷,神戸市兵庫区,21,雨,湿潤,2017/4/7,2017-04-07
死亡,神戸市北区,7,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市北区,18,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市長田区,8,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市長田区,10,曇,湿潤,2017/4/7,2017-04-07
負傷,神戸市長田区,16,雨,湿潤,2017/4/7,2017-04-07
負傷,神戸市須磨区,15,雨,湿潤,2017/4/7,2017-04-07
負傷,神戸市垂水区,18,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市垂水区,18,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市西区,10,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市西区,12,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市西区,17,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市西区,14,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市西区,6,曇,乾燥,2017/4/7,2017-04-07
負傷,神戸市中央区,22,晴,湿潤,2017/4/8,2017-04-08
負傷,神戸市中央区,3,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市中央区,15,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市中央区,7,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市東灘区,23,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市東灘区,15,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市灘区,20,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市兵庫区,9,曇,湿潤,2017/4/8,2017-04-08
負傷,神戸市兵庫区,17,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市兵庫区,19,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市北区,12,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市長田区,12,曇,乾燥,2017/4/8,2017-04-08
負傷,神戸市長田区,15,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市長田区,20,曇,湿潤,2017/4/8,2017-04-08
負傷,神戸市須磨区,15,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市垂水区,7,曇,乾燥,2017/4/8,2017-04-08
負傷,神戸市垂水区,16,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市垂水区,18,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,0,霧,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,8,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,20,曇,乾燥,2017/4/8,2017-04-08
負傷,神戸市西区,9,曇,乾燥,2017/4/8,2017-04-08
負傷,神戸市西区,12,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,17,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,18,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市西区,18,雨,湿潤,2017/4/8,2017-04-08
負傷,神戸市中央区,9,曇,乾燥,2017/4/9,2017-04-09
負傷,神戸市兵庫区,13,曇,乾燥,2017/4/9,2017-04-09
負傷,神戸市須磨区,12,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市須磨区,13,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市須磨区,18,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市須磨区,18,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市垂水区,19,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市垂水区,17,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市西区,15,雨,湿潤,2017/4/9,2017-04-09
負傷,神戸市西区,7,曇,湿潤,2017/4/9,2017-04-09
負傷,神戸市西区,15,晴,乾燥,2017/4/9,2017-04-09
負傷,神戸市中央区,11,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市中央区,2,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市中央区,11,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市中央区,15,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市中央区,11,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市東灘区,15,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市東灘区,6,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市東灘区,12,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市東灘区,19,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市兵庫区,12,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市兵庫区,14,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市兵庫区,17,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市北区,7,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市長田区,7,晴,乾燥,2017/4/10,2017-04-10
負傷,神戸市須磨区,15,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市須磨区,16,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市垂水区,20,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市西区,13,曇,乾燥,2017/4/10,2017-04-10
負傷,神戸市中央区,15,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市中央区,23,晴,乾燥,2017/4/11,2017-04-11
負傷,神戸市中央区,12,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市中央区,15,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市中央区,8,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市東灘区,18,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市東灘区,16,曇,乾燥,2017/4/11,2017-04-11
負傷,神戸市灘区,5,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市灘区,19,曇,乾燥,2017/4/11,2017-04-11
負傷,神戸市兵庫区,10,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市兵庫区,11,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市兵庫区,10,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市兵庫区,23,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市北区,17,曇,乾燥,2017/4/11,2017-04-11
負傷,神戸市北区,16,曇,湿潤,2017/4/11,2017-04-11
負傷,神戸市北区,18,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市北区,18,曇,乾燥,2017/4/11,2017-04-11
負傷,神戸市長田区,12,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市西区,14,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市西区,21,曇,湿潤,2017/4/11,2017-04-11
負傷,神戸市西区,20,雨,湿潤,2017/4/11,2017-04-11
負傷,神戸市中央区,13,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市東灘区,10,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市東灘区,13,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市灘区,9,曇,乾燥,2017/4/12,2017-04-12
死亡,神戸市灘区,19,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市兵庫区,11,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市兵庫区,17,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,6,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,10,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,5,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,15,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,18,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市北区,9,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市長田区,11,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市長田区,6,曇,湿潤,2017/4/12,2017-04-12
負傷,神戸市長田区,8,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市須磨区,12,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市須磨区,19,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市須磨区,20,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市垂水区,14,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市西区,18,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市西区,18,晴,乾燥,2017/4/12,2017-04-12
負傷,神戸市西区,7,曇,乾燥,2017/4/12,2017-04-12
負傷,神戸市中央区,9,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市中央区,6,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市東灘区,10,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市東灘区,13,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市東灘区,8,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市兵庫区,10,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市兵庫区,18,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市長田区,10,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市須磨区,20,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市垂水区,18,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市垂水区,20,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市西区,8,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市西区,12,曇,乾燥,2017/4/13,2017-04-13
負傷,神戸市西区,6,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市西区,7,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市西区,8,晴,乾燥,2017/4/13,2017-04-13
負傷,神戸市中央区,14,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市中央区,11,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市東灘区,7,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市東灘区,8,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市東灘区,7,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市東灘区,11,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市灘区,6,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市兵庫区,18,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市兵庫区,21,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市長田区,8,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市長田区,9,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市長田区,20,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市須磨区,7,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市垂水区,14,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市西区,19,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市西区,16,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市西区,20,晴,乾燥,2017/4/14,2017-04-14
負傷,神戸市中央区,12,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市中央区,12,晴,乾燥,2017/4/15,2017-04-15
負傷,神戸市中央区,13,晴,乾燥,2017/4/15,2017-04-15
負傷,神戸市東灘区,18,晴,乾燥,2017/4/15,2017-04-15
負傷,神戸市灘区,11,雨,湿潤,2017/4/15,2017-04-15
負傷,神戸市灘区,14,晴,乾燥,2017/4/15,2017-04-15
負傷,神戸市灘区,14,晴,乾燥,2017/4/15,2017-04-15
負傷,神戸市北区,16,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市北区,7,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市長田区,18,雨,湿潤,2017/4/15,2017-04-15
負傷,神戸市須磨区,10,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市須磨区,16,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市垂水区,8,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市垂水区,9,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市垂水区,13,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市垂水区,15,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市西区,21,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市西区,20,曇,乾燥,2017/4/15,2017-04-15
負傷,神戸市中央区,17,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市中央区,17,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市東灘区,10,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市東灘区,10,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市東灘区,15,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市灘区,21,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市灘区,16,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市北区,17,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市北区,16,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市北区,16,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市北区,11,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市北区,19,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市長田区,4,晴,湿潤,2017/4/16,2017-04-16
負傷,神戸市須磨区,9,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市須磨区,12,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市須磨区,13,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市垂水区,14,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市西区,9,晴,乾燥,2017/4/16,2017-04-16
負傷,神戸市中央区,20,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市中央区,9,曇,乾燥,2017/4/17,2017-04-17
負傷,神戸市東灘区,15,晴,乾燥,2017/4/17,2017-04-17
負傷,神戸市灘区,15,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市兵庫区,14,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市北区,17,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市北区,21,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市北区,9,曇,乾燥,2017/4/17,2017-04-17
負傷,神戸市北区,13,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市長田区,13,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市長田区,19,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市須磨区,17,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市垂水区,8,曇,乾燥,2017/4/17,2017-04-17
負傷,神戸市西区,8,曇,乾燥,2017/4/17,2017-04-17
負傷,神戸市西区,16,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市西区,18,雨,湿潤,2017/4/17,2017-04-17
負傷,神戸市中央区,12,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市中央区,11,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市中央区,8,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市中央区,19,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市中央区,17,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市東灘区,13,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市灘区,6,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市灘区,15,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市灘区,6,曇,乾燥,2017/4/18,2017-04-18
負傷,神戸市兵庫区,6,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市兵庫区,7,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市兵庫区,15,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市北区,21,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市垂水区,12,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市垂水区,17,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市垂水区,19,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市西区,8,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市西区,7,晴,乾燥,2017/4/18,2017-04-18
負傷,神戸市中央区,14,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市中央区,20,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市中央区,5,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市中央区,12,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市東灘区,9,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市東灘区,14,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市灘区,7,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市兵庫区,8,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市長田区,6,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市長田区,16,曇,乾燥,2017/4/19,2017-04-19
負傷,神戸市須磨区,11,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市垂水区,10,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市垂水区,18,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市西区,9,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市西区,10,曇,乾燥,2017/4/19,2017-04-19
負傷,神戸市西区,23,晴,乾燥,2017/4/19,2017-04-19
負傷,神戸市中央区,14,曇,乾燥,2017/4/20,2017-04-20
負傷,神戸市東灘区,4,晴,乾燥,2017/4/20,2017-04-20
負傷,神戸市灘区,12,晴,乾燥,2017/4/20,2017-04-20
負傷,神戸市兵庫区,9,晴,乾燥,2017/4/20,2017-04-20
負傷,神戸市兵庫区,11,曇,乾燥,2017/4/20,2017-04-20
負傷,神戸市北区,17,晴,乾燥,2017/4/20,2017-04-20
負傷,神戸市須磨区,14,曇,乾燥,2017/4/20,2017-04-20
負傷,神戸市垂水区,7,晴,乾燥,2017/4/20,2017-04-20
負傷,神戸市垂水区,16,曇,乾燥,2017/4/20,2017-04-20
負傷,神戸市中央区,9,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市中央区,20,曇,乾燥,2017/4/21,2017-04-21
負傷,神戸市東灘区,13,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市東灘区,17,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市灘区,11,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市灘区,12,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市灘区,13,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市灘区,17,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市灘区,16,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市兵庫区,10,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市北区,19,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市北区,18,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市長田区,8,雨,湿潤,2017/4/21,2017-04-21
負傷,神戸市長田区,9,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市長田区,22,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市須磨区,14,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市垂水区,17,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市西区,17,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市西区,19,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市西区,19,晴,乾燥,2017/4/21,2017-04-21
負傷,神戸市西区,12,曇,乾燥,2017/4/21,2017-04-21
負傷,神戸市西区,9,曇,乾燥,2017/4/21,2017-04-21
負傷,神戸市中央区,8,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,7,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,9,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,12,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,13,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,19,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,22,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市北区,15,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市北区,16,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市長田区,11,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市須磨区,7,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市須磨区,9,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市須磨区,16,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市垂水区,1,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市垂水区,11,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市垂水区,16,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市西区,22,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市西区,3,晴,乾燥,2017/4/22,2017-04-22
負傷,神戸市中央区,19,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市中央区,20,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市中央区,23,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市中央区,18,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市中央区,10,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市東灘区,11,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市東灘区,11,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市東灘区,14,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市東灘区,17,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市灘区,16,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市灘区,22,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市灘区,15,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市灘区,9,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市兵庫区,7,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市北区,14,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市北区,15,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市北区,17,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市須磨区,10,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市垂水区,10,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市西区,13,晴,乾燥,2017/4/23,2017-04-23
負傷,神戸市中央区,13,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市中央区,18,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市中央区,13,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市東灘区,17,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市東灘区,17,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市東灘区,22,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市灘区,14,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市灘区,18,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市兵庫区,12,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市兵庫区,14,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市兵庫区,16,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市北区,7,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市北区,21,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市長田区,11,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市長田区,18,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市須磨区,6,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市須磨区,20,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市垂水区,1,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市垂水区,8,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市西区,8,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市西区,10,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市西区,10,晴,乾燥,2017/4/24,2017-04-24
負傷,神戸市中央区,12,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市東灘区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市東灘区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市東灘区,18,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市灘区,13,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市灘区,14,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市兵庫区,9,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市兵庫区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市兵庫区,14,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市兵庫区,14,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市北区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市長田区,15,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市長田区,15,曇,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,12,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,14,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,13,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,14,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,19,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市垂水区,23,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,7,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,16,曇,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,16,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,16,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市西区,8,晴,乾燥,2017/4/25,2017-04-25
負傷,神戸市中央区,15,晴,乾燥,2017/4/26,2017-04-26
負傷,神戸市中央区,14,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市中央区,19,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市中央区,8,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市東灘区,8,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市東灘区,12,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市東灘区,16,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市東灘区,8,晴,乾燥,2017/4/26,2017-04-26
負傷,神戸市灘区,15,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市兵庫区,8,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市兵庫区,20,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市北区,10,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市北区,15,曇,乾燥,2017/4/26,2017-04-26
負傷,神戸市北区,12,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市北区,8,雨,乾燥,2017/4/26,2017-04-26
負傷,神戸市北区,10,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市長田区,12,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市須磨区,8,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市須磨区,13,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市垂水区,8,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市垂水区,10,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市垂水区,15,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市西区,11,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市西区,17,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市西区,17,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市西区,18,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市西区,7,雨,湿潤,2017/4/26,2017-04-26
負傷,神戸市中央区,17,晴,乾燥,2017/4/27,2017-04-27
負傷,神戸市中央区,11,晴,乾燥,2017/4/27,2017-04-27
負傷,神戸市東灘区,21,晴,乾燥,2017/4/27,2017-04-27
負傷,神戸市東灘区,18,晴,乾燥,2017/4/27,2017-04-27
負傷,神戸市東灘区,20,晴,乾燥,2017/4/27,2017-04-27
