accident,where,year,date,,time,whether,state
負傷,神戸市灘区,2019,1102,20191102,10,晴,乾燥
負傷,神戸市灘区,2019,1103,20191103,19,晴,乾燥
負傷,神戸市灘区,2019,1104,20191104,11,晴,乾燥
負傷,神戸市灘区,2019,1105,20191105,8,晴,乾燥
負傷,神戸市灘区,2019,1102,20191102,14,晴,乾燥
負傷,神戸市灘区,2019,1107,20191107,8,晴,乾燥
負傷,神戸市灘区,2019,1016,20191016,11,晴,乾燥
負傷,神戸市灘区,2019,1107,20191107,16,晴,乾燥
負傷,神戸市灘区,2019,1022,20191022,13,晴,乾燥
負傷,神戸市灘区,2019,1108,20191108,16,晴,乾燥
負傷,神戸市灘区,2019,1108,20191108,18,晴,乾燥
負傷,神戸市灘区,2019,1109,20191109,10,晴,乾燥
負傷,神戸市灘区,2019,1108,20191108,8,晴,乾燥
負傷,神戸市灘区,2019,1111,20191111,9,曇,乾燥
負傷,神戸市灘区,2019,1111,20191111,10,曇,乾燥
負傷,神戸市灘区,2019,1111,20191111,17,晴,乾燥
負傷,神戸市灘区,2019,1112,20191112,9,晴,乾燥
負傷,神戸市灘区,2019,1112,20191112,8,晴,乾燥
負傷,神戸市灘区,2019,1113,20191113,6,晴,乾燥
負傷,神戸市灘区,2019,1108,20191108,11,晴,乾燥
負傷,神戸市灘区,2019,1114,20191114,8,晴,乾燥
負傷,神戸市灘区,2019,1115,20191115,14,晴,乾燥
負傷,神戸市灘区,2019,1115,20191115,17,晴,乾燥
負傷,神戸市灘区,2019,1115,20191115,18,晴,乾燥
負傷,神戸市灘区,2019,1116,20191116,8,晴,乾燥
負傷,神戸市灘区,2019,1116,20191116,12,晴,乾燥
負傷,神戸市灘区,2019,1116,20191116,15,晴,乾燥
負傷,神戸市灘区,2019,1116,20191116,22,晴,乾燥
負傷,神戸市灘区,2019,1117,20191117,11,曇,乾燥
負傷,神戸市灘区,2019,1118,20191118,16,雨,湿潤
負傷,神戸市灘区,2019,1118,20191118,18,雨,湿潤
負傷,神戸市灘区,2019,1118,20191118,17,雨,湿潤
負傷,神戸市灘区,2019,1119,20191119,14,晴,乾燥
負傷,神戸市灘区,2019,1119,20191119,15,晴,乾燥
負傷,神戸市灘区,2019,1120,20191120,9,晴,乾燥
負傷,神戸市灘区,2019,1120,20191120,19,晴,乾燥
負傷,神戸市灘区,2019,1122,20191122,19,晴,乾燥
負傷,神戸市灘区,2019,1123,20191123,19,晴,乾燥
負傷,神戸市灘区,2019,1108,20191108,19,晴,乾燥
負傷,神戸市灘区,2019,1124,20191124,15,曇,乾燥
負傷,神戸市灘区,2019,1102,20191102,15,晴,乾燥
負傷,神戸市灘区,2019,1122,20191122,17,晴,乾燥
負傷,神戸市灘区,2019,1126,20191126,16,晴,乾燥
負傷,神戸市灘区,2019,1128,20191128,7,晴,乾燥
負傷,神戸市灘区,2019,1122,20191122,10,晴,乾燥
負傷,神戸市灘区,2019,1129,20191129,17,晴,乾燥
負傷,神戸市灘区,2019,1130,20191130,10,晴,乾燥
負傷,神戸市灘区,2019,1130,20191130,15,晴,乾燥
負傷,神戸市灘区,2019,1127,20191127,15,晴,乾燥
負傷,神戸市灘区,2019,1201,20191201,14,晴,乾燥
負傷,神戸市灘区,2019,1201,20191201,17,晴,乾燥
負傷,神戸市灘区,2019,1202,20191202,7,雨,湿潤
負傷,神戸市灘区,2019,1205,20191205,17,晴,乾燥
負傷,神戸市灘区,2019,1206,20191206,17,晴,乾燥
負傷,神戸市灘区,2019,1207,20191207,10,曇,乾燥
負傷,神戸市灘区,2019,1208,20191208,11,晴,乾燥
負傷,神戸市灘区,2019,1204,20191204,13,晴,乾燥
負傷,神戸市灘区,2019,1209,20191209,16,晴,乾燥
負傷,神戸市灘区,2019,1210,20191210,6,晴,乾燥
負傷,神戸市灘区,2019,1211,20191211,12,晴,乾燥
負傷,神戸市灘区,2019,1212,20191212,15,晴,乾燥
負傷,神戸市灘区,2019,1213,20191213,8,晴,乾燥
死亡,神戸市灘区,2019,1215,20191215,5,曇,乾燥
負傷,神戸市灘区,2019,1216,20191216,12,晴,乾燥
負傷,神戸市灘区,2019,1217,20191217,10,晴,乾燥
負傷,神戸市灘区,2019,1217,20191217,17,雨,湿潤
負傷,神戸市灘区,2019,1214,20191214,15,雨,湿潤
負傷,神戸市灘区,2019,1219,20191219,13,曇,乾燥
負傷,神戸市灘区,2019,1219,20191219,21,曇,乾燥
負傷,神戸市灘区,2019,1214,20191214,9,曇,乾燥
負傷,神戸市灘区,2019,1220,20191220,10,晴,乾燥
負傷,神戸市灘区,2019,1201,20191201,12,晴,乾燥
負傷,神戸市灘区,2019,1220,20191220,22,晴,乾燥
負傷,神戸市灘区,2019,1222,20191222,13,曇,乾燥
負傷,神戸市灘区,2019,1224,20191224,16,晴,乾燥
負傷,神戸市灘区,2019,1220,20191220,15,晴,乾燥
負傷,神戸市灘区,2019,1226,20191226,17,雨,湿潤
負傷,神戸市灘区,2019,1226,20191226,19,雨,湿潤
負傷,神戸市灘区,2019,1223,20191223,8,晴,乾燥
負傷,神戸市灘区,2019,1228,20191228,19,晴,乾燥
負傷,神戸市灘区,2019,1228,20191228,21,晴,乾燥
負傷,神戸市灘区,2019,1231,20191231,16,曇,乾燥
負傷,神戸市灘区,2020,0205,20200205,9,晴,乾燥
負傷,神戸市灘区,2020,0225,20200225,18,曇,乾燥
負傷,神戸市灘区,2020,0323,20200323,17,晴,乾燥
負傷,神戸市灘区,2020,0529,20200529,15,晴,乾燥
負傷,神戸市灘区,2020,0620,20200620,16,晴,乾燥
負傷,神戸市灘区,2020,0707,20200707,13,雨,湿潤
負傷,神戸市灘区,2020,0711,20200711,6,雨,湿潤
負傷,神戸市灘区,2020,0805,20200805,10,晴,乾燥
負傷,神戸市灘区,2020,0812,20200812,7,晴,乾燥
負傷,神戸市灘区,2020,0913,20200913,12,晴,乾燥
負傷,神戸市灘区,2020,1012,20201012,14,晴,乾燥
負傷,神戸市灘区,2020,1016,20201016,9,晴,乾燥
負傷,神戸市灘区,2020,1102,20201102,15,晴,湿潤
負傷,神戸市灘区,2020,1127,20201127,11,晴,乾燥
負傷,神戸市灘区,2020,1215,20201215,15,晴,乾燥
負傷,神戸市灘区,2020,0101,20200101,23,晴,乾燥
負傷,神戸市灘区,2020,0106,20200106,12,曇,乾燥
負傷,神戸市灘区,2020,0106,20200106,19,曇,乾燥
負傷,神戸市灘区,2020,0109,20200109,9,晴,乾燥
負傷,神戸市灘区,2019,1211,20191211,17,晴,乾燥
負傷,神戸市灘区,2020,0109,20200109,15,晴,乾燥
負傷,神戸市灘区,2020,0110,20200110,10,晴,乾燥
負傷,神戸市灘区,2020,0111,20200111,22,晴,乾燥
負傷,神戸市灘区,2019,1221,20191221,12,晴,乾燥
負傷,神戸市灘区,2020,0113,20200113,18,曇,乾燥
負傷,神戸市灘区,2020,0114,20200114,13,曇,乾燥
負傷,神戸市灘区,2020,0115,20200115,18,晴,乾燥
負傷,神戸市灘区,2020,0117,20200117,14,晴,乾燥
負傷,神戸市灘区,2020,0118,20200118,10,晴,乾燥
負傷,神戸市灘区,2020,0118,20200118,11,晴,乾燥
負傷,神戸市灘区,2020,0116,20200116,7,晴,乾燥
負傷,神戸市灘区,2020,0121,20200121,18,晴,乾燥
負傷,神戸市灘区,2020,0122,20200122,14,曇,乾燥
負傷,神戸市灘区,2019,1217,20191217,20,雨,湿潤
負傷,神戸市灘区,2020,0123,20200123,12,曇,湿潤
負傷,神戸市灘区,2020,0123,20200123,18,晴,乾燥
負傷,神戸市灘区,2020,0124,20200124,6,曇,湿潤
負傷,神戸市灘区,2019,1223,20191223,14,晴,乾燥
負傷,神戸市灘区,2020,0124,20200124,15,晴,乾燥
負傷,神戸市灘区,2020,0127,20200127,17,曇,乾燥
負傷,神戸市灘区,2020,0201,20200201,21,晴,乾燥
負傷,神戸市灘区,2020,0202,20200202,8,晴,乾燥
負傷,神戸市灘区,2020,0204,20200204,22,晴,乾燥
死亡,神戸市灘区,2020,0205,20200205,9,晴,乾燥
負傷,神戸市灘区,2020,0206,20200206,13,曇,乾燥
負傷,神戸市灘区,2020,0206,20200206,20,曇,乾燥
負傷,神戸市灘区,2020,0208,20200208,18,晴,乾燥
負傷,神戸市灘区,2020,0210,20200210,20,曇,湿潤
負傷,神戸市灘区,2020,0211,20200211,7,晴,乾燥
負傷,神戸市灘区,2020,0209,20200209,12,晴,乾燥
負傷,神戸市灘区,2020,0211,20200211,13,晴,乾燥
負傷,神戸市灘区,2020,0211,20200211,15,晴,乾燥
負傷,神戸市灘区,2020,0211,20200211,16,晴,乾燥
負傷,神戸市灘区,2020,0211,20200211,19,晴,乾燥
負傷,神戸市灘区,2020,0214,20200214,8,晴,乾燥
負傷,神戸市灘区,2020,0215,20200215,9,晴,乾燥
負傷,神戸市灘区,2020,0215,20200215,22,晴,乾燥
負傷,神戸市灘区,2020,0216,20200216,7,雨,湿潤
負傷,神戸市灘区,2020,0216,20200216,16,雨,湿潤
負傷,神戸市灘区,2020,0217,20200217,11,曇,乾燥
負傷,神戸市灘区,2020,0217,20200217,22,晴,乾燥
負傷,神戸市灘区,2019,1229,20191229,11,晴,乾燥
負傷,神戸市灘区,2020,0216,20200216,18,雨,湿潤
負傷,神戸市灘区,2020,0219,20200219,16,晴,乾燥
負傷,神戸市灘区,2020,0220,20200220,14,晴,乾燥
負傷,神戸市灘区,2020,0221,20200221,7,晴,乾燥
負傷,神戸市灘区,2020,0222,20200222,9,雨,湿潤
負傷,神戸市灘区,2020,0222,20200222,19,晴,乾燥
負傷,神戸市灘区,2020,0218,20200218,21,晴,乾燥
負傷,神戸市灘区,2020,0216,20200216,3,雨,湿潤
負傷,神戸市灘区,2020,0226,20200226,0,雨,湿潤
負傷,神戸市灘区,2020,0218,20200218,18,晴,乾燥
負傷,神戸市灘区,2020,0227,20200227,10,曇,乾燥
負傷,神戸市灘区,2020,0227,20200227,10,晴,乾燥
負傷,神戸市灘区,2020,0227,20200227,11,曇,乾燥
負傷,神戸市灘区,2020,0227,20200227,21,曇,乾燥
負傷,神戸市灘区,2020,0228,20200228,8,晴,乾燥
負傷,神戸市灘区,2020,0229,20200229,15,雨,湿潤
負傷,神戸市灘区,2020,0229,20200229,17,雨,湿潤
負傷,神戸市灘区,2020,0302,20200302,0,曇,乾燥
負傷,神戸市灘区,2020,0228,20200228,9,晴,乾燥
負傷,神戸市灘区,2020,0302,20200302,9,晴,乾燥
負傷,神戸市灘区,2020,0110,20200110,18,晴,乾燥
負傷,神戸市灘区,2020,0305,20200305,11,晴,乾燥
負傷,神戸市灘区,2020,0306,20200306,11,晴,乾燥
負傷,神戸市灘区,2020,0306,20200306,22,晴,乾燥
負傷,神戸市灘区,2020,0307,20200307,10,晴,乾燥
負傷,神戸市灘区,2020,0307,20200307,15,晴,乾燥
負傷,神戸市灘区,2020,0312,20200312,12,晴,乾燥
負傷,神戸市灘区,2020,0216,20200216,15,晴,乾燥
負傷,神戸市灘区,2020,0316,20200316,23,晴,乾燥
負傷,神戸市灘区,2020,0304,20200304,14,雨,湿潤
負傷,神戸市灘区,2020,0317,20200317,10,晴,乾燥
負傷,神戸市灘区,2020,0323,20200323,7,晴,乾燥
負傷,神戸市灘区,2020,0324,20200324,10,晴,乾燥
負傷,神戸市灘区,2020,0324,20200324,14,晴,乾燥
負傷,神戸市灘区,2020,0324,20200324,15,晴,乾燥
負傷,神戸市灘区,2020,0324,20200324,20,晴,乾燥
負傷,神戸市灘区,2020,0323,20200323,9,晴,乾燥
負傷,神戸市灘区,2020,0325,20200325,16,晴,乾燥
負傷,神戸市灘区,2020,0326,20200326,12,晴,乾燥
負傷,神戸市灘区,2020,0327,20200327,8,雨,湿潤
負傷,神戸市灘区,2020,0328,20200328,0,雨,湿潤
死亡,神戸市灘区,2020,0328,20200328,2,雨,湿潤
負傷,神戸市灘区,2020,0306,20200306,8,晴,乾燥
負傷,神戸市灘区,2020,0328,20200328,11,晴,乾燥
負傷,神戸市灘区,2020,0329,20200329,8,曇,湿潤
負傷,神戸市灘区,2020,0320,20200320,10,晴,乾燥
負傷,神戸市灘区,2020,0329,20200329,12,晴,乾燥
負傷,神戸市灘区,2020,0329,20200329,0,曇,湿潤
負傷,神戸市灘区,2020,0401,20200401,8,曇,乾燥
負傷,神戸市灘区,2020,0401,20200401,9,雨,湿潤
負傷,神戸市灘区,2020,0401,20200401,15,雨,湿潤
負傷,神戸市灘区,2020,0402,20200402,15,晴,乾燥
負傷,神戸市灘区,2020,0403,20200403,11,晴,乾燥
負傷,神戸市灘区,2020,0328,20200328,19,晴,乾燥
負傷,神戸市灘区,2020,0324,20200324,8,晴,乾燥
負傷,神戸市灘区,2020,0406,20200406,13,晴,乾燥
負傷,神戸市灘区,2020,0406,20200406,18,晴,乾燥
負傷,神戸市灘区,2020,0407,20200407,13,晴,乾燥
負傷,神戸市灘区,2020,0407,20200407,16,晴,乾燥
負傷,神戸市灘区,2020,0408,20200408,19,晴,乾燥
負傷,神戸市灘区,2020,0409,20200409,11,晴,乾燥
負傷,神戸市灘区,2020,0410,20200410,19,晴,乾燥
負傷,神戸市灘区,2020,0401,20200401,20,雨,湿潤
負傷,神戸市灘区,2020,0414,20200414,11,晴,乾燥
負傷,神戸市灘区,2020,0414,20200414,14,晴,乾燥
負傷,神戸市灘区,2020,0411,20200411,20,晴,乾燥
負傷,神戸市灘区,2020,0422,20200422,14,晴,乾燥
負傷,神戸市灘区,2019,1217,20191217,17,曇,乾燥
負傷,神戸市灘区,2020,0424,20200424,11,晴,乾燥
負傷,神戸市灘区,2020,0425,20200425,9,晴,乾燥
負傷,神戸市灘区,2020,0426,20200426,17,晴,乾燥
負傷,神戸市灘区,2020,0309,20200309,9,晴,乾燥
負傷,神戸市灘区,2020,0428,20200428,13,晴,乾燥
負傷,神戸市灘区,2020,0428,20200428,12,晴,乾燥
負傷,神戸市灘区,2020,0429,20200429,15,晴,乾燥
負傷,神戸市灘区,2020,0504,20200504,12,晴,乾燥
負傷,神戸市灘区,2020,0505,20200505,13,晴,乾燥
負傷,神戸市灘区,2020,0507,20200507,14,晴,乾燥
負傷,神戸市灘区,2020,0507,20200507,17,晴,乾燥
負傷,神戸市灘区,2020,0508,20200508,7,晴,乾燥
負傷,神戸市灘区,2020,0505,20200505,13,晴,乾燥
負傷,神戸市灘区,2020,0508,20200508,10,晴,乾燥
負傷,神戸市灘区,2020,0508,20200508,17,晴,乾燥
負傷,神戸市灘区,2020,0508,20200508,20,晴,乾燥
負傷,神戸市灘区,2020,0513,20200513,13,晴,乾燥
負傷,神戸市灘区,2020,0513,20200513,18,晴,乾燥
負傷,神戸市灘区,2020,0514,20200514,13,晴,乾燥
負傷,神戸市灘区,2020,0518,20200518,15,晴,湿潤
負傷,神戸市灘区,2020,0511,20200511,16,晴,乾燥
負傷,神戸市灘区,2020,0521,20200521,17,晴,乾燥
負傷,神戸市灘区,2020,0522,20200522,7,晴,乾燥
負傷,神戸市灘区,2020,0522,20200522,9,晴,乾燥
負傷,神戸市灘区,2020,0522,20200522,14,晴,乾燥
負傷,神戸市灘区,2020,0522,20200522,10,晴,乾燥
負傷,神戸市灘区,2020,0529,20200529,17,晴,乾燥
負傷,神戸市灘区,2020,0531,20200531,16,曇,乾燥
負傷,神戸市灘区,2020,0601,20200601,7,曇,乾燥
負傷,神戸市灘区,2020,0601,20200601,9,晴,乾燥
負傷,神戸市灘区,2020,0603,20200603,8,晴,乾燥
負傷,神戸市灘区,2020,0608,20200608,15,晴,乾燥
負傷,神戸市灘区,2020,0609,20200609,10,晴,乾燥
負傷,神戸市灘区,2020,0609,20200609,17,晴,乾燥
負傷,神戸市灘区,2020,0601,20200601,8,晴,乾燥
負傷,神戸市灘区,2020,0613,20200613,7,曇,湿潤
負傷,神戸市灘区,2020,0613,20200613,21,雨,湿潤
負傷,神戸市灘区,2020,0615,20200615,11,晴,乾燥
負傷,神戸市灘区,2020,0616,20200616,16,晴,乾燥
負傷,神戸市灘区,2020,0616,20200616,16,晴,乾燥
負傷,神戸市灘区,2020,0617,20200617,7,晴,乾燥
負傷,神戸市灘区,2020,0618,20200618,16,雨,湿潤
負傷,神戸市灘区,2020,0618,20200618,18,雨,湿潤
負傷,神戸市灘区,2020,0619,20200619,8,曇,湿潤
負傷,神戸市灘区,2020,0619,20200619,14,曇,乾燥
負傷,神戸市灘区,2020,0619,20200619,16,曇,乾燥
負傷,神戸市灘区,2020,0619,20200619,19,曇,乾燥
負傷,神戸市灘区,2020,0619,20200619,21,曇,乾燥
負傷,神戸市灘区,2020,0622,20200622,13,晴,乾燥
負傷,神戸市灘区,2020,0619,20200619,21,晴,乾燥
負傷,神戸市灘区,2020,0623,20200623,19,晴,乾燥
負傷,神戸市灘区,2020,0527,20200527,15,曇,乾燥
負傷,神戸市灘区,2020,0619,20200619,18,曇,乾燥
負傷,神戸市灘区,2020,0626,20200626,11,曇,乾燥
負傷,神戸市灘区,2020,0626,20200626,11,曇,乾燥
負傷,神戸市灘区,2020,0626,20200626,16,曇,乾燥
負傷,神戸市灘区,2020,0627,20200627,7,晴,乾燥
負傷,神戸市灘区,2020,0629,20200629,20,晴,乾燥
負傷,神戸市灘区,2020,0702,20200702,7,晴,乾燥
負傷,神戸市灘区,2020,0629,20200629,0,晴,乾燥
負傷,神戸市灘区,2020,0702,20200702,16,晴,乾燥
負傷,神戸市灘区,2020,0702,20200702,19,曇,乾燥
負傷,神戸市灘区,2020,0627,20200627,15,晴,乾燥
負傷,神戸市灘区,2020,0704,20200704,12,曇,湿潤
負傷,神戸市灘区,2020,0706,20200706,10,雨,湿潤
負傷,神戸市灘区,2020,0708,20200708,18,雨,湿潤
負傷,神戸市灘区,2020,0709,20200709,5,雨,湿潤
負傷,神戸市灘区,2020,0627,20200627,4,晴,乾燥
負傷,神戸市灘区,2020,0709,20200709,15,曇,乾燥
負傷,神戸市灘区,2020,0710,20200710,16,曇,湿潤
負傷,神戸市灘区,2020,0713,20200713,8,雨,湿潤
負傷,神戸市灘区,2020,0713,20200713,18,雨,湿潤
負傷,神戸市灘区,2020,0713,20200713,19,雨,湿潤
負傷,神戸市灘区,2020,0708,20200708,13,曇,乾燥
負傷,神戸市灘区,2020,0716,20200716,7,曇,乾燥
負傷,神戸市灘区,2020,0718,20200718,10,晴,乾燥
負傷,神戸市灘区,2020,0718,20200718,12,晴,乾燥
負傷,神戸市灘区,2020,0720,20200720,8,晴,乾燥
負傷,神戸市灘区,2020,0720,20200720,8,晴,乾燥
負傷,神戸市灘区,2020,0719,20200719,22,晴,乾燥
負傷,神戸市灘区,2020,0721,20200721,18,曇,乾燥
負傷,神戸市灘区,2020,0721,20200721,9,晴,乾燥
負傷,神戸市灘区,2020,0722,20200722,17,曇,乾燥
負傷,神戸市灘区,2020,0724,20200724,20,雨,湿潤
負傷,神戸市灘区,2020,0725,20200725,10,雨,湿潤
負傷,神戸市灘区,2020,0726,20200726,16,雨,湿潤
負傷,神戸市灘区,2020,0727,20200727,6,曇,湿潤
負傷,神戸市灘区,2020,0727,20200727,18,曇,湿潤
負傷,神戸市灘区,2020,0727,20200727,18,曇,湿潤
負傷,神戸市灘区,2020,0728,20200728,19,晴,乾燥
負傷,神戸市灘区,2020,0729,20200729,14,晴,乾燥
負傷,神戸市灘区,2020,0730,20200730,10,晴,乾燥
負傷,神戸市灘区,2020,0730,20200730,14,晴,乾燥
負傷,神戸市灘区,2020,0801,20200801,11,晴,乾燥
負傷,神戸市灘区,2020,0802,20200802,17,晴,乾燥
負傷,神戸市灘区,2020,0730,20200730,16,曇,乾燥
負傷,神戸市灘区,2020,0804,20200804,16,晴,乾燥
負傷,神戸市灘区,2020,0805,20200805,7,晴,乾燥
負傷,神戸市灘区,2020,0806,20200806,12,晴,乾燥
負傷,神戸市灘区,2020,0804,20200804,16,晴,乾燥
負傷,神戸市灘区,2020,0807,20200807,9,晴,乾燥
負傷,神戸市灘区,2020,0807,20200807,13,晴,乾燥
負傷,神戸市灘区,2020,0808,20200808,12,晴,乾燥
負傷,神戸市灘区,2020,0812,20200812,15,晴,乾燥
負傷,神戸市灘区,2020,0812,20200812,18,晴,乾燥
負傷,神戸市灘区,2020,0814,20200814,11,晴,乾燥
負傷,神戸市灘区,2020,0816,20200816,7,晴,乾燥
負傷,神戸市灘区,2020,0816,20200816,21,晴,乾燥
負傷,神戸市灘区,2020,0818,20200818,15,晴,乾燥
負傷,神戸市灘区,2020,0630,20200630,20,雨,湿潤
負傷,神戸市灘区,2020,0819,20200819,14,晴,乾燥
負傷,神戸市灘区,2020,0820,20200820,7,晴,乾燥
負傷,神戸市灘区,2020,0820,20200820,12,晴,乾燥
負傷,神戸市灘区,2020,0726,20200726,13,雨,湿潤
負傷,神戸市灘区,2020,0821,20200821,19,曇,湿潤
負傷,神戸市灘区,2020,0822,20200822,17,曇,湿潤
負傷,神戸市灘区,2020,0824,20200824,7,晴,乾燥
負傷,神戸市灘区,2020,0824,20200824,16,晴,乾燥
負傷,神戸市灘区,2020,0824,20200824,18,晴,乾燥
負傷,神戸市灘区,2020,0827,20200827,8,晴,乾燥
負傷,神戸市灘区,2020,0828,20200828,9,晴,乾燥
負傷,神戸市灘区,2020,0811,20200811,8,晴,乾燥
負傷,神戸市灘区,2020,0901,20200901,12,晴,乾燥
負傷,神戸市灘区,2020,0903,20200903,8,晴,乾燥
負傷,神戸市灘区,2020,0730,20200730,18,曇,湿潤
負傷,神戸市灘区,2020,0903,20200903,17,晴,乾燥
負傷,神戸市灘区,2020,0904,20200904,9,曇,乾燥
負傷,神戸市灘区,2020,0901,20200901,6,晴,乾燥
負傷,神戸市灘区,2020,0905,20200905,18,雨,湿潤
負傷,神戸市灘区,2020,0906,20200906,15,雨,湿潤
負傷,神戸市灘区,2020,0905,20200905,17,雨,湿潤
負傷,神戸市灘区,2020,0910,20200910,12,雨,湿潤
負傷,神戸市灘区,2020,0911,20200911,7,晴,乾燥
負傷,神戸市灘区,2020,0911,20200911,8,晴,乾燥
負傷,神戸市灘区,2020,0914,20200914,16,晴,乾燥
負傷,神戸市灘区,2020,0914,20200914,18,晴,乾燥
負傷,神戸市灘区,2020,0915,20200915,15,晴,乾燥
負傷,神戸市灘区,2020,0912,20200912,17,曇,乾燥
負傷,神戸市灘区,2020,0917,20200917,18,晴,乾燥
負傷,神戸市灘区,2020,0918,20200918,7,曇,乾燥
負傷,神戸市灘区,2020,0918,20200918,14,雨,湿潤
負傷,神戸市灘区,2020,0921,20200921,11,晴,乾燥
負傷,神戸市灘区,2020,0922,20200922,0,晴,乾燥
負傷,神戸市灘区,2020,0916,20200916,12,晴,乾燥
負傷,神戸市灘区,2020,0905,20200905,2,晴,乾燥
負傷,神戸市灘区,2020,0925,20200925,6,雨,湿潤
負傷,神戸市灘区,2020,0925,20200925,9,雨,湿潤
負傷,神戸市灘区,2020,0925,20200925,17,雨,湿潤
負傷,神戸市灘区,2020,0925,20200925,19,曇,湿潤
負傷,神戸市灘区,2020,0926,20200926,11,曇,乾燥
負傷,神戸市灘区,2020,0927,20200927,16,曇,乾燥
負傷,神戸市灘区,2020,0930,20200930,14,晴,乾燥
負傷,神戸市灘区,2020,1003,20201003,7,晴,乾燥
負傷,神戸市灘区,2020,1004,20201004,11,曇,乾燥
負傷,神戸市灘区,2020,1004,20201004,9,曇,乾燥
負傷,神戸市灘区,2020,0922,20200922,15,晴,乾燥
負傷,神戸市灘区,2020,1007,20201007,15,雨,湿潤
負傷,神戸市灘区,2020,1012,20201012,17,晴,乾燥
負傷,神戸市灘区,2020,1013,20201013,16,晴,乾燥
負傷,神戸市灘区,2020,1015,20201015,10,晴,乾燥
負傷,神戸市灘区,2020,1017,20201017,6,雨,湿潤
負傷,神戸市灘区,2020,1017,20201017,13,雨,湿潤
負傷,神戸市灘区,2020,1017,20201017,11,雨,湿潤
負傷,神戸市灘区,2020,1017,20201017,13,雨,湿潤
負傷,神戸市灘区,2020,1020,20201020,11,晴,乾燥
負傷,神戸市灘区,2020,1020,20201020,18,晴,乾燥
負傷,神戸市灘区,2020,1020,20201020,19,晴,乾燥
負傷,神戸市灘区,2020,1021,20201021,19,晴,乾燥
負傷,神戸市灘区,2020,1022,20201022,8,曇,乾燥
負傷,神戸市灘区,2020,1022,20201022,16,曇,乾燥
負傷,神戸市灘区,2020,1022,20201022,17,曇,乾燥
負傷,神戸市灘区,2020,1022,20201022,18,曇,乾燥
負傷,神戸市灘区,2020,1023,20201023,9,雨,湿潤
負傷,神戸市灘区,2020,1023,20201023,13,雨,湿潤
負傷,神戸市灘区,2020,1013,20201013,14,晴,乾燥
負傷,神戸市灘区,2020,1023,20201023,9,雨,湿潤
負傷,神戸市灘区,2020,1024,20201024,12,晴,乾燥
負傷,神戸市灘区,2020,1019,20201019,20,晴,乾燥
負傷,神戸市灘区,2020,1025,20201025,11,晴,乾燥
負傷,神戸市灘区,2020,1010,20201010,17,晴,湿潤
負傷,神戸市灘区,2020,1025,20201025,9,曇,湿潤
負傷,神戸市灘区,2020,1103,20201103,13,晴,乾燥
負傷,神戸市灘区,2020,1106,20201106,18,晴,乾燥
負傷,神戸市灘区,2020,1107,20201107,17,雨,湿潤
負傷,神戸市灘区,2020,1107,20201107,19,雨,湿潤
負傷,神戸市灘区,2020,1109,20201109,10,晴,乾燥
負傷,神戸市灘区,2020,1109,20201109,17,晴,乾燥
負傷,神戸市灘区,2020,1109,20201109,19,晴,乾燥
負傷,神戸市灘区,2020,1110,20201110,17,晴,乾燥
負傷,神戸市灘区,2020,1110,20201110,8,晴,乾燥
負傷,神戸市灘区,2020,1113,20201113,6,晴,乾燥
負傷,神戸市灘区,2020,1113,20201113,15,曇,乾燥
負傷,神戸市灘区,2020,1114,20201114,15,曇,乾燥
負傷,神戸市灘区,2020,1114,20201114,23,晴,乾燥
負傷,神戸市灘区,2020,1115,20201115,8,晴,乾燥
負傷,神戸市灘区,2020,1115,20201115,13,晴,乾燥
負傷,神戸市灘区,2020,1117,20201117,6,晴,乾燥
負傷,神戸市灘区,2020,1118,20201118,8,晴,乾燥
負傷,神戸市灘区,2020,1114,20201114,17,晴,乾燥
負傷,神戸市灘区,2020,1119,20201119,18,晴,乾燥
負傷,神戸市灘区,2020,1124,20201124,7,晴,乾燥
負傷,神戸市灘区,2020,1124,20201124,9,晴,乾燥
負傷,神戸市灘区,2020,1112,20201112,13,晴,乾燥
負傷,神戸市灘区,2020,1126,20201126,18,曇,乾燥
負傷,神戸市灘区,2020,1129,20201129,15,晴,乾燥
負傷,神戸市灘区,2020,0829,20200829,17,晴,乾燥
負傷,神戸市灘区,2020,1201,20201201,12,晴,乾燥
負傷,神戸市灘区,2020,1109,20201109,20,晴,乾燥
負傷,神戸市灘区,2020,1203,20201203,7,晴,乾燥
負傷,神戸市灘区,2020,1203,20201203,10,晴,乾燥
負傷,神戸市灘区,2020,1204,20201204,10,晴,乾燥
負傷,神戸市灘区,2020,1204,20201204,10,晴,乾燥
負傷,神戸市灘区,2020,1204,20201204,13,晴,乾燥
負傷,神戸市灘区,2020,1207,20201207,9,曇,湿潤
負傷,神戸市灘区,2020,1208,20201208,10,晴,乾燥
負傷,神戸市灘区,2020,1209,20201209,8,晴,乾燥
負傷,神戸市灘区,2020,1209,20201209,8,晴,乾燥
負傷,神戸市灘区,2020,1126,20201126,8,晴,乾燥
負傷,神戸市灘区,2020,1212,20201212,13,晴,乾燥
負傷,神戸市灘区,2020,1212,20201212,21,晴,乾燥
死亡,神戸市灘区,2020,1213,20201213,17,晴,乾燥
負傷,神戸市灘区,2020,1214,20201214,22,曇,乾燥
負傷,神戸市灘区,2020,1216,20201216,7,晴,乾燥
負傷,神戸市灘区,2020,1216,20201216,19,晴,乾燥
